Group,TissueLabel,Pathway,PathwayDisplay,ComponentOrder,RequestedComponent,OfficialMouseSymbol,EnsemblID,MGI_ID,EntrezID,FlightExpressionLog2NormalizedCount,ExpressionWithinTissueScaled,log2FoldChange,tissue_meta_p,padj,Log2FCDisplayed,NominalPDisplayed,n_missions,n_analysis_units,expression_n_missions,expression_n_analysis_units,expression_n_flight_samples,ExpressionLabel,Log2FCLabel,DisplayComponent,Log2FCFullLabel
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",HR,HR,8,PRA1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,10.8240890511956,0.948725935986601,0.070077180000673,0.328072322418286,0.917989116124345,,FALSE,1,1,1,1,9,10.8,"",Rpa1,+0.07
Femoral skin,"Femoral skin
股部皮肤",HR,HR,8,PRA1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,10.5368513482127,0.887538376762973,-0.234991149015213,0.0035127627511473,0.572620938411012,-0.234991149015213,TRUE,1,1,1,1,2,10.5,-0.23,Rpa1,-0.23
Gastrocnemius,"Gastrocnemius
腓肠肌",HR,HR,8,PRA1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,9.51922860643666,1,-0.0795983905061425,0.232179176176428,1,,FALSE,1,2,1,2,10,9.5,"",Rpa1,-0.08
Heart,"Heart
心脏",HR,HR,8,PRA1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,9.80983757505661,1,0.102237947798246,0.547690836782536,0.964178886686672,,FALSE,1,1,1,1,3,9.8,"",Rpa1,+0.10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",HR,HR,8,PRA1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,11.3828672164974,1,0.0677849579571609,0.700384909666732,1,,FALSE,1,2,1,2,10,11.4,"",Rpa1,+0.07
Kidney,"Kidney
肾脏",HR,HR,8,PRA1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,11.06320215485,1,0.115706981487841,0.0363808443411304,0.397114084228281,0.115706981487841,TRUE,4,9,4,9,55,11.1,+0.12,Rpa1,+0.12
Left lobe of the liver,"Left lobe of the liver
肝左叶",HR,HR,8,PRA1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,9.94295835672602,1,-0.0120752970784755,0.978574229082196,1,,FALSE,2,3,2,3,24,9.9,"",Rpa1,-0.01
Liver,"Liver
肝脏",HR,HR,8,PRA1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,9.74200109104899,1,-0.116093570091149,0.324052926062389,1,,FALSE,3,5,3,5,19,9.7,"",Rpa1,-0.12
Lung,"Lung
肺",HR,HR,8,PRA1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,11.1467050911273,1,0.0122430505165228,0.902282453422734,1,,FALSE,1,2,1,2,14,11.1,"",Rpa1,+0.01
Mammary gland,"Mammary gland
乳腺",HR,HR,8,PRA1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,11.0483081859408,0.988798351085238,0.286374817447064,0.111026350521659,0.566305902073136,,FALSE,1,2,1,2,10,11.0,"",Rpa1,+0.29
Optic nerve,"Optic nerve
视神经",HR,HR,8,PRA1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,11.4748110104325,1,-0.0915010275461251,0.521331123720945,1,,FALSE,1,1,1,1,5,11.5,"",Rpa1,-0.09
Quadriceps femoris,"Quadriceps femoris
股四头肌",HR,HR,8,PRA1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,11.6358844024172,1,-0.024338735753161,0.775515474695788,0.901486597453994,,FALSE,1,1,1,1,9,11.6,"",Rpa1,-0.02
Retina,"Retina
视网膜",HR,HR,8,PRA1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,11.5729588909024,1,-0.00255073957539969,0.754053740406429,0.938880823756447,,FALSE,4,4,4,4,27,11.6,"",Rpa1,-0.00
Soleus,"Soleus
比目鱼肌",HR,HR,8,PRA1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,10.2610973388123,1,-0.0146672156777323,0.0413690765231966,0.128826168690431,-0.0146672156777323,TRUE,3,3,3,3,18,10.3,-0.01,Rpa1,-0.01
Spleen,"Spleen
脾脏",HR,HR,8,PRA1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,10.5718437575452,0.927584474206352,-0.131442365895952,0.587631904558875,0.999085092509181,,FALSE,1,1,1,1,9,10.6,"",Rpa1,-0.13
Spleen-distal,"Spleen-distal
脾脏（远端）",HR,HR,8,PRA1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,6.9059935187391,0.73318783607577,-0.0576550944687553,0.697076966227739,0.998644282961174,,FALSE,1,1,1,1,10,6.9,"",Rpa1,-0.06
Thymus,"Thymus
胸腺",HR,HR,8,PRA1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,9.63771974962258,0.966009940129866,-0.727438179064044,2.61630523056303e-05,0.000774919560447317,-0.727438179064044,TRUE,3,4,3,4,23,9.6,-0.73,Rpa1,-0.73
Tibialis anterior,"Tibialis anterior
胫骨前肌",HR,HR,8,PRA1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,11.873453456778,1,0.213017274492801,0.0200870918428014,0.169278720925232,0.213017274492801,TRUE,1,1,1,1,9,11.9,+0.21,Rpa1,+0.21
Adrenal gland,"Adrenal gland
肾上腺",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,9.18877571939919,0.562961295367263,0.149408483865005,0.123889422966676,0.497015582532949,,FALSE,2,2,2,2,14,9.2,"",Rpa2,+0.15
Bone marrow,"Bone marrow
骨髓",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,9.06672648861877,0.651044926454961,-0.037109493409359,0.708438488087358,0.884506585085776,,FALSE,1,1,1,1,6,9.1,"",Rpa2,-0.04
Cecum,"Cecum
盲肠",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,6.05478456621562,0.118956876067201,-0.120296277130028,0.633782923595402,1,,FALSE,1,1,1,1,5,6.1,"",Rpa2,-0.12
Cerebellum,"Cerebellum
小脑",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,7.36392463720166,0.439026598240247,0.231239809104432,0.151318397312561,0.61273071218551,,FALSE,1,1,1,1,9,7.4,"",Rpa2,+0.23
Colon,"Colon
结肠",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,7.7590214274386,0.198352574649829,0.0686185539620334,0.756585040328584,1,,FALSE,1,1,1,1,4,7.8,"",Rpa2,+0.07
Dorsal skin,"Dorsal skin
背部皮肤",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,8.39879893748323,0.312678813281112,-0.123019237951062,0.994922071349094,1,,FALSE,2,5,2,5,30,8.4,"",Rpa2,-0.12
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,9.72835871085005,0.787483955825384,-0.052436489363731,0.313132251702868,0.626453899972869,,FALSE,2,2,2,2,15,9.7,"",Rpa2,-0.05
Eye,"Eye
眼",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,9.56448711663611,0.577072495169106,-0.168832225507898,0.012845987235698,0.688688898877737,-0.168832225507898,TRUE,2,2,2,2,11,9.6,-0.17,Rpa2,-0.17
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,8.84405786675745,0.404552217869493,0.0851899442744178,0.344616002232532,0.920753151526824,,FALSE,1,1,1,1,9,8.8,"",Rpa2,+0.09
Femoral skin,"Femoral skin
股部皮肤",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,8.35605227073875,0.351158458582633,-0.265721316819107,0.129358361481176,1,,FALSE,1,1,1,1,2,8.4,"",Rpa2,-0.27
Gastrocnemius,"Gastrocnemius
腓肠肌",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,8.02540299416069,0.818170339951977,-0.113439160996317,0.515716428871931,1,,FALSE,1,2,1,2,10,8.0,"",Rpa2,-0.11
Heart,"Heart
心脏",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,7.47795019636512,0.725525129996705,-0.157092091457241,0.453178593185937,0.955509410524513,,FALSE,1,1,1,1,3,7.5,"",Rpa2,-0.16
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,9.23604549431855,0.823037097972317,0.0762138273133579,0.569930241203147,1,,FALSE,1,2,1,2,10,9.2,"",Rpa2,+0.08
Kidney,"Kidney
肾脏",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,8.05190720283738,0.495479579689248,-0.0694370678784865,0.771259465898296,0.987453063841108,,FALSE,4,9,4,9,55,8.1,"",Rpa2,-0.07
Left lobe of the liver,"Left lobe of the liver
肝左叶",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,7.1275327946641,0.617306339081423,0.118459650671812,0.316173052809221,0.872186551054797,,FALSE,2,3,2,3,24,7.1,"",Rpa2,+0.12
Liver,"Liver
肝脏",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,7.1134667329065,0.598646595302561,0.0315285291658415,0.759505222572071,1,,FALSE,3,5,3,5,19,7.1,"",Rpa2,+0.03
Lung,"Lung
肺",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,8.30424381496762,0.512446181725203,0.115913945161651,0.367211405076248,1,,FALSE,1,2,1,2,14,8.3,"",Rpa2,+0.12
Mammary gland,"Mammary gland
乳腺",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,8.37354221063742,0.531200859327587,0.109448594829387,0.572589277532863,0.929272317596535,,FALSE,1,2,1,2,10,8.4,"",Rpa2,+0.11
Optic nerve,"Optic nerve
视神经",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,9.13610496393865,0.605965333408697,0.126673126584321,0.514252971610647,1,,FALSE,1,1,1,1,5,9.1,"",Rpa2,+0.13
Quadriceps femoris,"Quadriceps femoris
股四头肌",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,9.68815713812528,0.807351863728432,0.0513702032498562,0.665223667654431,0.843268420765004,,FALSE,1,1,1,1,9,9.7,"",Rpa2,+0.05
Retina,"Retina
视网膜",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,8.3763081953478,0.606142589122833,-0.051546921794365,0.226546492809219,0.651832206236793,,FALSE,4,4,4,4,27,8.4,"",Rpa2,-0.05
Soleus,"Soleus
比目鱼肌",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,8.4089162887182,0.738543370249172,0.113380773355307,0.0263309944996128,0.092996973275833,0.113380773355307,TRUE,3,3,3,3,18,8.4,+0.11,Rpa2,+0.11
Spleen,"Spleen
脾脏",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,8.63604671212402,0.450245481631833,0.00566260226869915,0.978628477270619,0.999085092509181,,FALSE,1,1,1,1,9,8.6,"",Rpa2,+0.01
Spleen-distal,"Spleen-distal
脾脏（远端）",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,6.46769113630857,0.640871270814486,-0.0723441706811994,0.729662813660337,0.999701058530032,,FALSE,1,1,1,1,10,6.5,"",Rpa2,-0.07
Thymus,"Thymus
胸腺",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,7.69992979578862,0.422990622608403,-0.539688519716425,6.03538878143423e-06,0.000241704437913143,-0.539688519716425,TRUE,3,4,3,4,23,7.7,-0.54,Rpa2,-0.54
Tibialis anterior,"Tibialis anterior
胫骨前肌",HR,HR,9,RPA2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,10.1113379402032,0.8806882985561,0.134089752989228,0.0358052529518294,0.245372993572957,0.134089752989228,TRUE,1,1,1,1,9,10.1,+0.13,Rpa2,+0.13
Adrenal gland,"Adrenal gland
肾上腺",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,9.07713646033297,0.545747095029611,0.161430353585495,0.0633075723842079,0.369861459451348,,FALSE,2,2,2,2,14,9.1,"",Rpa3,+0.16
Bone marrow,"Bone marrow
骨髓",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,8.28572848183414,0.401555938284583,0.337163662507569,0.0324187957210418,0.146168620203162,0.337163662507569,TRUE,1,1,1,1,6,8.3,+0.34,Rpa3,+0.34
Cecum,"Cecum
盲肠",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,7.16920501821566,0.466551403688215,-0.614633788766922,0.194365074523719,1,,FALSE,1,1,1,1,5,7.2,"",Rpa3,-0.61
Cerebellum,"Cerebellum
小脑",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,9.30041990694479,0.748755966108743,0.0659934243843203,0.569975725752064,0.911566807253038,,FALSE,1,1,1,1,9,9.3,"",Rpa3,+0.07
Colon,"Colon
结肠",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,7.56257503211183,0.140255742294691,0.0152160752985467,0.972170186052178,1,,FALSE,1,1,1,1,4,7.6,"",Rpa3,+0.02
Dorsal skin,"Dorsal skin
背部皮肤",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,7.66676565396098,0.129213775134386,-0.0552553719694717,0.662716449457678,1,,FALSE,2,5,2,5,30,7.7,"",Rpa3,-0.06
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,7.01728311108962,0.451724787171528,-0.019728745912188,0.623717026053709,0.84421757424407,,FALSE,2,2,2,2,15,7.0,"",Rpa3,-0.02
Eye,"Eye
眼",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,8.73090480028964,0.417213601416675,0.130106661405119,0.140853762907239,0.999687556394716,,FALSE,2,2,2,2,11,8.7,"",Rpa3,+0.13
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,7.69986699143717,0.0900932296715965,0.116310568159613,0.464943242318476,0.95092208093504,,FALSE,1,1,1,1,9,7.7,"",Rpa3,+0.12
Femoral skin,"Femoral skin
股部皮肤",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,7.20219168845603,0.0673598954278759,-0.277684841686858,0.250250293950503,1,,FALSE,1,1,1,1,2,7.2,"",Rpa3,-0.28
Gastrocnemius,"Gastrocnemius
腓肠肌",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,6.38018970544639,0.558294746201013,-0.139077799456453,0.680995859705595,1,,FALSE,1,2,1,2,10,6.4,"",Rpa3,-0.14
Heart,"Heart
心脏",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,6.72231196329563,0.610076184073061,-0.162126000714038,0.602569800920534,0.970710104626299,,FALSE,1,1,1,1,3,6.7,"",Rpa3,-0.16
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,8.38564258398098,0.705672025760801,-0.584041928052234,0.175316065965837,1,,FALSE,1,2,1,2,10,8.4,"",Rpa3,-0.58
Kidney,"Kidney
肾脏",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,8.97670761693664,0.652032524681586,-0.232615745552233,0.0657055196460768,0.501418871735524,,FALSE,4,9,4,9,55,9.0,"",Rpa3,-0.23
Left lobe of the liver,"Left lobe of the liver
肝左叶",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,8.67200951613225,0.829449808556631,0.265185883755876,0.192413036695292,0.716466957394253,,FALSE,2,3,2,3,24,8.7,"",Rpa3,+0.27
Liver,"Liver
肝脏",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,7.51991590935892,0.663136058638235,-0.0123956903713295,0.456135563830454,1,,FALSE,3,5,3,5,19,7.5,"",Rpa3,-0.01
Lung,"Lung
肺",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,8.99883946040183,0.643198270586688,-0.0564815206306121,0.828994255270428,1,,FALSE,1,2,1,2,14,9.0,"",Rpa3,-0.06
Mammary gland,"Mammary gland
乳腺",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,8.90504330946922,0.622129774955161,0.327566971194032,0.129736122718837,0.596174724295197,,FALSE,1,2,1,2,10,8.9,"",Rpa3,+0.33
Optic nerve,"Optic nerve
视神经",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,7.36455197346059,0.278266376637642,0.11533935440424,0.655808693604114,1,,FALSE,1,1,1,1,5,7.4,"",Rpa3,+0.12
Quadriceps femoris,"Quadriceps femoris
股四头肌",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,6.55378260528281,0.411610781924148,-0.588450857690078,2.50835313853891e-06,7.45687117495742e-05,-0.588450857690078,TRUE,1,1,1,1,9,6.6,-0.59,Rpa3,-0.59
Retina,"Retina
视网膜",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,7.43541682770624,0.454784064977761,0.0321999959697355,0.649871574586138,0.905054167466074,,FALSE,4,4,4,4,27,7.4,"",Rpa3,+0.03
Soleus,"Soleus
比目鱼肌",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,5.82316566423502,0.323816016138425,-0.175566047079733,1.17635668872934e-08,2.69356167393496e-07,-0.175566047079733,TRUE,3,3,3,3,18,5.8,-0.18,Rpa3,-0.18
Spleen,"Spleen
脾脏",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,8.59852213048423,0.440992473399857,-0.268004650498323,0.389586517822489,0.981854028268679,,FALSE,1,1,1,1,9,8.6,"",Rpa3,-0.27
Spleen-distal,"Spleen-distal
脾脏（远端）",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,7.7813745787356,0.917563226201484,-0.227933645340907,0.156676503629282,0.869221475324478,,FALSE,1,1,1,1,10,7.8,"",Rpa3,-0.23
Thymus,"Thymus
胸腺",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,8.00141237173469,0.507473908483088,-0.54993231291257,0.000126223559016986,0.00272489729183321,-0.54993231291257,TRUE,3,4,3,4,23,8.0,-0.55,Rpa3,-0.55
Tibialis anterior,"Tibialis anterior
胫骨前肌",HR,HR,10,RPA3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,7.26959162548766,0.535234791986176,-0.200115208205256,0.279346074974087,0.72050225985412,,FALSE,1,1,1,1,9,7.3,"",Rpa3,-0.20
Adrenal gland,"Adrenal gland
肾上腺",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,7.42427332510144,0.290884089142792,0.256217472129007,0.253226461091029,0.657234481751081,,FALSE,2,2,2,2,14,7.4,"",Brca1,+0.26
Bone marrow,"Bone marrow
骨髓",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,9.74960097017836,0.869188458156259,-0.591899019945449,2.05942557166495e-06,8.2640499424194e-05,-0.591899019945449,TRUE,1,1,1,1,6,9.7,-0.59,Brca1,-0.59
Cecum,"Cecum
盲肠",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,7.11679840939991,0.45020546315667,0.375830824906986,0.197391053148674,1,,FALSE,1,1,1,1,5,7.1,"",Brca1,+0.38
Cerebellum,"Cerebellum
小脑",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,6.85385693804902,0.357444707234833,-0.0101015039905174,0.950702466716696,0.994608139939065,,FALSE,1,1,1,1,9,6.9,"",Brca1,-0.01
Colon,"Colon
结肠",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,8.17271135052622,0.320696759528625,0.0664882010961898,0.797737615270042,1,,FALSE,1,1,1,1,4,8.2,"",Brca1,+0.07
Dorsal skin,"Dorsal skin
背部皮肤",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,8.79902568062243,0.412985201460716,-0.054779549956751,0.96998010448963,1,,FALSE,2,5,2,5,30,8.8,"",Brca1,-0.05
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,3.73246760713363,0.0449095279854608,-0.265852415139805,0.443978060070147,0.73489952629233,,FALSE,2,2,2,2,15,3.7,"",Brca1,-0.27
Eye,"Eye
眼",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,10.0817854550338,0.676276543161236,-0.0676952143363353,0.519464880100218,0.999687556394716,,FALSE,2,2,2,2,11,10.1,"",Brca1,-0.07
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,8.90309211945184,0.420776653644775,-0.123439524707079,0.670837969967583,0.976980819095426,,FALSE,1,1,1,1,9,8.9,"",Brca1,-0.12
Femoral skin,"Femoral skin
股部皮肤",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,8.26788218787415,0.32947252597134,-0.764145279207245,0.145199604339611,1,,FALSE,1,1,1,1,2,8.3,"",Brca1,-0.76
Gastrocnemius,"Gastrocnemius
腓肠肌",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,3.42113448947321,0.0908865162359697,-0.901492089260559,0.0254011948751852,1,-0.901492089260559,TRUE,1,1,1,1,6,3.4,-0.90,Brca1,-0.90
Heart,"Heart
心脏",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,3.17206229186315,0.0676571210940847,0.401197554802356,0.642195656857497,0.979023849376453,,FALSE,1,1,1,1,3,3.2,"",Brca1,+0.40
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,4.60798687316157,0.18431346748097,-0.623589366181325,0.0944634352670492,1,,FALSE,1,2,1,2,10,4.6,"",Brca1,-0.62
Kidney,"Kidney
肾脏",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,6.2060117184976,0.183000941254692,0.0834555012962352,0.0461168101656708,0.43476580684355,0.0834555012962352,TRUE,4,9,4,9,55,6.2,+0.08,Brca1,+0.08
Left lobe of the liver,"Left lobe of the liver
肝左叶",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,7.32178619431291,0.643988249909888,0.452107920229449,0.0266865803337511,0.254042028103663,0.452107920229449,TRUE,2,3,2,3,24,7.3,+0.45,Brca1,+0.45
Liver,"Liver
肝脏",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,6.59721256766799,0.516734868105507,0.155094124503584,0.277690179665381,1,,FALSE,3,5,3,5,19,6.6,"",Brca1,+0.16
Lung,"Lung
肺",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,6.9932228802688,0.265656949918473,0.205539835635769,0.3069281195616,1,,FALSE,1,2,1,2,14,7.0,"",Brca1,+0.21
Mammary gland,"Mammary gland
乳腺",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,6.95484997062686,0.288491771280643,-0.20090345120728,0.675163488256115,0.959252801275731,,FALSE,1,2,1,2,10,7.0,"",Brca1,-0.20
Optic nerve,"Optic nerve
视神经",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,6.66146924819895,0.148211291167229,0.196003850044751,0.769457799135172,1,,FALSE,1,1,1,1,5,6.7,"",Brca1,+0.20
Quadriceps femoris,"Quadriceps femoris
股四头肌",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,3.3843043712682,0.011437563330966,-0.300800457228214,0.459550463800955,0.70835524271549,,FALSE,1,1,1,1,9,3.4,"",Brca1,-0.30
Retina,"Retina
视网膜",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,8.78821854752272,0.672405438511651,0.114633459163633,0.275391776572992,0.700066169834348,,FALSE,4,4,4,4,27,8.8,"",Brca1,+0.11
Soleus,"Soleus
比目鱼肌",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,3.81339573027261,0.00146994022858777,0.414867178693236,0.249817412161114,0.434764507968306,,FALSE,3,3,3,3,18,3.8,"",Brca1,+0.41
Spleen,"Spleen
脾脏",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,8.78903920041748,0.48797117214583,0.725152667663182,0.0134905637953298,0.298343595178853,0.725152667663182,TRUE,1,1,1,1,9,8.8,+0.73,Brca1,+0.73
Spleen-distal,"Spleen-distal
脾脏（远端）",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,4.65109653602884,0.258254655682122,0.317287523681621,0.539114398390698,0.993779040229482,,FALSE,1,1,1,1,10,4.7,"",Brca1,+0.32
Thymus,"Thymus
胸腺",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,7.48530626875932,0.362847509088327,-1.52530744248721,9.38579182797461e-10,1.3029415139848e-07,-1.52530744248721,TRUE,3,4,3,4,23,7.5,-1.53,Brca1,-1.53
Tibialis anterior,"Tibialis anterior
胫骨前肌",HR,HR,11,BRCA1,Brca1,ENSMUSG00000017146,MGI:104537,12189,2.74189349863174,0,0.00362584384451528,0.99399921751819,1,,FALSE,1,1,1,1,9,2.7,"",Brca1,+0.00
Adrenal gland,"Adrenal gland
肾上腺",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,8.96558150119518,0.528545893307936,0.161036986668824,0.280655265899635,0.680560986688384,,FALSE,2,2,2,2,14,9.0,"",Brca2,+0.16
Bone marrow,"Bone marrow
骨髓",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,9.66297730145095,0.841516618696153,-0.472752851433515,0.00242560446193405,0.0222859693431903,-0.472752851433515,TRUE,1,1,1,1,6,9.7,-0.47,Brca2,-0.47
Cecum,"Cecum
盲肠",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,6.82258861623206,0.358439636449057,-0.368418558495578,0.211248431607204,1,,FALSE,1,1,1,1,5,6.8,"",Brca2,-0.37
Cerebellum,"Cerebellum
小脑",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,9.06807992266378,0.711594751420375,0.372551801276778,0.00464928873500526,0.0922791647381771,0.372551801276778,TRUE,1,1,1,1,9,9.1,+0.37,Brca2,+0.37
Colon,"Colon
结肠",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,8.71692323352825,0.481641359605665,0.356883239652884,0.182762347697993,1,,FALSE,1,1,1,1,4,8.7,"",Brca2,+0.36
