Group,TissueLabel,Pathway,PathwayDisplay,ComponentOrder,RequestedComponent,OfficialMouseSymbol,EnsemblID,MGI_ID,EntrezID,FlightExpressionLog2NormalizedCount,ExpressionWithinTissueScaled,log2FoldChange,tissue_meta_p,padj,Log2FCDisplayed,NominalPDisplayed,n_missions,n_analysis_units,expression_n_missions,expression_n_analysis_units,expression_n_flight_samples,ExpressionLabel,Log2FCLabel,DisplayComponent,Log2FCFullLabel
Bone marrow,"Bone marrow
骨髓",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,8.70140127156357,0.534342171819942,-0.0749133233734271,0.539109101921563,0.77987956588218,,FALSE,1,1,1,1,6,8.7,"",Mre11a,-0.07
Cecum,"Cecum
盲肠",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,7.99676238774922,0.724671588422851,0.0248819563921305,0.892896882237881,1,,FALSE,1,1,1,1,5,8.0,"",Mre11a,+0.02
Cerebellum,"Cerebellum
小脑",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,9.47455032767033,0.77660695339525,0.10485402892459,0.136037154093163,0.587607690668968,,FALSE,1,1,1,1,9,9.5,"",Mre11a,+0.10
Colon,"Colon
结肠",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,9.38702588374771,0.679816751247623,-0.0750169287758499,0.702167021629945,1,,FALSE,1,1,1,1,4,9.4,"",Mre11a,-0.08
Dorsal skin,"Dorsal skin
背部皮肤",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,9.90330278522011,0.689743438661022,-0.0243783769184381,0.83674554201959,1,,FALSE,2,5,2,5,30,9.9,"",Mre11a,-0.02
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,9.85875647499464,0.80363335604402,-0.0566772449041466,0.751116591964137,0.906866737279527,,FALSE,2,2,2,2,15,9.9,"",Mre11a,-0.06
Eye,"Eye
眼",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,10.4739473685474,0.751482756677003,0.0570375167607649,0.230837512338663,0.999687556394716,,FALSE,2,2,2,2,11,10.5,"",Mre11a,+0.06
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,9.92967555173704,0.702913484465739,-0.0150693807920038,0.836742195520092,0.988827046748225,,FALSE,1,1,1,1,9,9.9,"",Mre11a,-0.02
Femoral skin,"Femoral skin
股部皮肤",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,9.88938525991041,0.728290415290798,0.139727245736221,0.548768353985843,1,,FALSE,1,1,1,1,2,9.9,"",Mre11a,+0.14
Gastrocnemius,"Gastrocnemius
腓肠肌",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,7.41367139210208,0.721542070297381,0.104733466538938,0.857169462851499,1,,FALSE,1,2,1,2,10,7.4,"",Mre11a,+0.10
Heart,"Heart
心脏",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,7.3818589363671,0.710843984716135,0.260736929181765,0.32395196920563,0.920426825794022,,FALSE,1,1,1,1,3,7.4,"",Mre11a,+0.26
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,8.88271590053067,0.774273679144271,0.042549945573199,0.799652888187917,1,,FALSE,1,2,1,2,10,8.9,"",Mre11a,+0.04
Kidney,"Kidney
肾脏",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,9.26923356294631,0.701552180637934,0.0694739305510763,0.0902836697477023,0.556730913741961,,FALSE,4,9,4,9,55,9.3,"",Mre11a,+0.07
Left lobe of the liver,"Left lobe of the liver
肝左叶",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,8.06294463587313,0.745790964730971,0.186342199482474,0.0676927350310593,0.426269579615293,,FALSE,2,3,2,3,24,8.1,"",Mre11a,+0.19
Liver,"Liver
肝脏",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,7.79562317673061,0.706881291106745,0.10626897872437,0.903401144418824,1,,FALSE,3,5,3,5,19,7.8,"",Mre11a,+0.11
Lung,"Lung
肺",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,9.7414976474616,0.782997749472633,0.0710413184926008,0.482306070715744,1,,FALSE,1,2,1,2,14,9.7,"",Mre11a,+0.07
Mammary gland,"Mammary gland
乳腺",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,9.74337579584689,0.765551235586634,-0.0378412759848452,0.783976451800491,0.979346957832106,,FALSE,1,2,1,2,10,9.7,"",Mre11a,-0.04
Optic nerve,"Optic nerve
视神经",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,9.90276863462093,0.747781517529193,0.096835026005049,0.499784955226008,1,,FALSE,1,1,1,1,5,9.9,"",Mre11a,+0.10
Quadriceps femoris,"Quadriceps femoris
股四头肌",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,9.83765232370562,0.826226885154938,0.104666513177413,0.220148981367538,0.470901977609082,,FALSE,1,1,1,1,9,9.8,"",Mre11a,+0.10
Retina,"Retina
视网膜",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,9.5336298458819,0.79231763866661,0.0237299730862968,0.578308184563601,0.876646234133553,,FALSE,4,4,4,4,27,9.5,"",Mre11a,+0.02
Soleus,"Soleus
比目鱼肌",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,8.45775655968768,0.746376838860351,0.160746943249965,0.952173551302595,0.974537075065126,,FALSE,3,3,3,3,18,8.5,"",Mre11a,+0.16
Spleen,"Spleen
脾脏",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,9.54159040028935,0.673539195641509,0.0325342105200169,0.781155338275821,0.999085092509181,,FALSE,1,1,1,1,9,9.5,"",Mre11a,+0.03
Spleen-distal,"Spleen-distal
脾脏（远端）",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,6.61919878014421,0.672782266169281,0.561654108567415,0.101069962305862,0.795326077483104,,FALSE,1,1,1,1,10,6.6,"",Mre11a,+0.56
Thymus,"Thymus
胸腺",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,8.45694724599987,0.63512666880486,-0.139091126203168,0.127963008354288,0.351557583388684,,FALSE,3,4,3,4,23,8.5,"",Mre11a,-0.14
Tibialis anterior,"Tibialis anterior
胫骨前肌",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,9.41716184495706,0.796301608217838,-0.0267242010722655,0.853304260742175,0.996573008739498,,FALSE,1,1,1,1,9,9.4,"",Mre11a,-0.03
Adrenal gland,"Adrenal gland
肾上腺",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,11.2960168701071,0.88788705742837,0.0516229781485574,0.690415556998534,0.913196392382869,,FALSE,2,2,2,2,14,11.3,"",Rad50,+0.05
Bone marrow,"Bone marrow
骨髓",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,8.88581304850396,0.593252319138982,-0.165486150661513,0.106129220901477,0.317247191090355,,FALSE,1,1,1,1,6,8.9,"",Rad50,-0.17
Cecum,"Cecum
盲肠",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,8.75891181230223,0.962390636676752,-0.0605215729111107,0.802272610953088,1,,FALSE,1,1,1,1,5,8.8,"",Rad50,-0.06
Cerebellum,"Cerebellum
小脑",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,9.8124282812437,0.830648255025107,0.288916754466261,0.00761962183658439,0.127700704964901,0.288916754466261,TRUE,1,1,1,1,9,9.8,+0.29,Rad50,+0.29
Colon,"Colon
结肠",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,10.0604369218793,0.878970561748208,-0.0667039422521553,0.730880645886884,1,,FALSE,1,1,1,1,4,10.1,"",Rad50,-0.07
Dorsal skin,"Dorsal skin
背部皮肤",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,10.4617533265974,0.829704492595436,-0.0966534731115595,0.284455789699059,1,,FALSE,2,5,2,5,30,10.5,"",Rad50,-0.10
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,9.23089382129621,0.725874313598572,0.0322586975274085,0.786081998314151,0.922311369839159,,FALSE,2,2,2,2,15,9.2,"",Rad50,+0.03
Eye,"Eye
眼",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,10.5592804933848,0.76784737798607,-0.0363768166835565,0.854226549730596,0.999687556394716,,FALSE,2,2,2,2,11,10.6,"",Rad50,-0.04
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,10.4606656749606,0.84884596871599,-0.0340734170347299,0.518383719328729,0.959297143906412,,FALSE,1,1,1,1,9,10.5,"",Rad50,-0.03
Femoral skin,"Femoral skin
股部皮肤",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,10.1911460228863,0.802510188688046,0.0385856235255042,0.742653886388774,1,,FALSE,1,1,1,1,2,10.2,"",Rad50,+0.04
Gastrocnemius,"Gastrocnemius
腓肠肌",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,7.20392305080367,0.688410515193178,-0.256629558313646,0.89478520736471,1,,FALSE,1,2,1,2,10,7.2,"",Rad50,-0.26
Heart,"Heart
心脏",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,7.67343381773709,0.755391773907846,0.302268904300443,0.176702094733275,0.838179490413955,,FALSE,1,1,1,1,3,7.7,"",Rad50,+0.30
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,9.08523264292053,0.802223244939139,0.103116440875,0.470157154343711,1,,FALSE,1,2,1,2,10,9.1,"",Rad50,+0.10
Kidney,"Kidney
肾脏",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,9.67501051043966,0.770243300550502,0.16682636535472,0.012186978516952,0.249857253825996,0.16682636535472,TRUE,4,9,4,9,55,9.7,+0.17,Rad50,+0.17
Left lobe of the liver,"Left lobe of the liver
肝左叶",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,8.87962653683486,0.85796729572995,0.347659204210792,0.00109265827284662,0.0366235638952339,0.347659204210792,TRUE,2,3,2,3,24,8.9,+0.35,Rad50,+0.35
Liver,"Liver
肝脏",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,8.22354396898543,0.774777559180301,0.00190858596216451,0.953560581954522,1,,FALSE,3,5,3,5,19,8.2,"",Rad50,+0.00
Lung,"Lung
肺",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,10.9206832364294,1,0.022822832304502,0.991494440362214,1,,FALSE,1,2,1,2,14,10.9,"",Rad50,+0.02
Mammary gland,"Mammary gland
乳腺",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,10.598783406142,0.911893899025461,-0.260675020310461,0.0105068900375719,0.284363851001575,-0.260675020310461,TRUE,1,2,1,2,10,10.6,-0.26,Rad50,-0.26
Optic nerve,"Optic nerve
视神经",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,9.45027546598522,0.66408007585347,0.450978661967641,0.0879783132266586,0.611016875119486,,FALSE,1,1,1,1,5,9.5,"",Rad50,+0.45
Quadriceps femoris,"Quadriceps femoris
股四头肌",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,8.95142098951571,0.714332743837017,0.300512120528546,0.000455152355389595,0.00530167004166596,0.300512120528546,TRUE,1,1,1,1,9,9.0,+0.30,Rad50,+0.30
Retina,"Retina
视网膜",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,9.35192172380284,0.763086768739513,-0.0462703242481564,0.712303449250909,0.926316618706851,,FALSE,4,4,4,4,27,9.4,"",Rad50,-0.05
Soleus,"Soleus
比目鱼肌",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,8.43001361529039,0.74192716076062,0.131621563870097,0.463669292811745,0.640372040426874,,FALSE,3,3,3,3,18,8.4,"",Rad50,+0.13
Spleen,"Spleen
脾脏",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,9.86337899145232,0.752887514873129,0.214682292249077,0.0172692821655966,0.344249241004795,0.214682292249077,TRUE,1,1,1,1,9,9.9,+0.21,Rad50,+0.21
Spleen-distal,"Spleen-distal
脾脏（远端）",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,8.43369943963698,1,0.0279247776158344,0.862468538576572,1,,FALSE,1,1,1,1,10,8.4,"",Rad50,+0.03
Thymus,"Thymus
胸腺",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,9.12507206768087,0.822352680566634,-0.130177934485779,0.751261468440946,0.899946624587954,,FALSE,3,4,3,4,23,9.1,"",Rad50,-0.13
Tibialis anterior,"Tibialis anterior
胫骨前肌",HR_A-EJ,HR–A-EJ,21,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,8.64256399349846,0.702138542858259,0.239339875192038,0.266662734352148,0.708149904914519,,FALSE,1,1,1,1,9,8.6,"",Rad50,+0.24
Adrenal gland,"Adrenal gland
肾上腺",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,10.9071463580624,0.827925221818445,-0.0236480486977932,0.613605487991137,0.884715449427787,,FALSE,2,2,2,2,14,10.9,"",Nbn,-0.02
Bone marrow,"Bone marrow
骨髓",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,8.34474832168056,0.420409763771133,0.150047795953546,0.161179759136566,0.4076928665986,,FALSE,1,1,1,1,6,8.3,"",Nbn,+0.15
Cecum,"Cecum
盲肠",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,7.60279483230394,0.60179070797307,0.0314669205512994,0.8772898752278,1,,FALSE,1,1,1,1,5,7.6,"",Nbn,+0.03
Cerebellum,"Cerebellum
小脑",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,10.6861708273821,0.970397486909961,0.00297425048691412,0.971421752131395,0.998877261287264,,FALSE,1,1,1,1,9,10.7,"",Nbn,+0.00
Colon,"Colon
结肠",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,9.11557686347198,0.599538728341206,0.0554944662809896,0.751019455759295,1,,FALSE,1,1,1,1,4,9.1,"",Nbn,+0.06
Dorsal skin,"Dorsal skin
背部皮肤",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,9.84331014296638,0.67470784854872,-0.0909714605632219,0.112640820800585,1,,FALSE,2,5,2,5,30,9.8,"",Nbn,-0.09
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,10.2848687487837,0.856406175368299,0.020030732603092,0.533110412077573,0.791148346355641,,FALSE,2,2,2,2,15,10.3,"",Nbn,+0.02
Eye,"Eye
眼",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,10.3645474386016,0.730502762938196,0.0881016363654493,0.468031753231262,0.999687556394716,,FALSE,2,2,2,2,11,10.4,"",Nbn,+0.09
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,9.83597559359044,0.677161842262931,0.0920753900211001,0.191464849311613,0.8670439986562,,FALSE,1,1,1,1,9,9.8,"",Nbn,+0.09
Femoral skin,"Femoral skin
股部皮肤",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,9.44200116406349,0.6182537561578,-0.0130784794449331,0.927173987492487,1,,FALSE,1,1,1,1,2,9.4,"",Nbn,-0.01
Gastrocnemius,"Gastrocnemius
腓肠肌",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,8.59573907028501,0.908259830133661,0.322322796936727,0.117027583483767,1,,FALSE,1,2,1,2,10,8.6,"",Nbn,+0.32
Heart,"Heart
心脏",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,8.76338826725703,0.921918673679328,0.112250085860849,0.488450370889348,0.955573514221196,,FALSE,1,1,1,1,3,8.8,"",Nbn,+0.11
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,9.80536612811068,0.901609685723688,0.024571988289528,0.827165015857636,1,,FALSE,1,2,1,2,10,9.8,"",Nbn,+0.02
Kidney,"Kidney
肾脏",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,10.2208762101379,0.862649058112037,0.0807821119847717,0.125220900181495,0.612710546608338,,FALSE,4,9,4,9,55,10.2,"",Nbn,+0.08
Left lobe of the liver,"Left lobe of the liver
肝左叶",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,9.29645437785893,0.915221188352332,-0.126294955377751,0.0812766153571453,0.469789181970936,,FALSE,2,3,2,3,24,9.3,"",Nbn,-0.13
Liver,"Liver
肝脏",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,9.03024192323207,0.902772696475018,0.00184412097698162,0.703499829432908,1,,FALSE,3,5,3,5,19,9.0,"",Nbn,+0.00
Lung,"Lung
肺",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,9.92286506571191,0.817138719033158,-0.0270397659429809,0.77945922454417,1,,FALSE,1,2,1,2,14,9.9,"",Nbn,-0.03
Mammary gland,"Mammary gland
乳腺",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,10.064791246853,0.820538814145117,0.11306228308934,0.367267883940849,0.822967979722106,,FALSE,1,2,1,2,10,10.1,"",Nbn,+0.11
Optic nerve,"Optic nerve
视神经",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,9.83355164585916,0.734977872856987,0.220891165494923,0.27772510495983,0.898558268512957,,FALSE,1,1,1,1,5,9.8,"",Nbn,+0.22
Quadriceps femoris,"Quadriceps femoris
股四头肌",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,10.2679860027839,0.88056012258742,-0.0880522796388501,0.263332335076011,0.523714287571809,,FALSE,1,1,1,1,9,10.3,"",Nbn,-0.09
Retina,"Retina
视网膜",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,8.91233261719449,0.692371316674872,-0.0469639776592583,0.117177527488889,0.51147260054538,,FALSE,4,4,4,4,27,8.9,"",Nbn,-0.05
Soleus,"Soleus
比目鱼肌",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,9.3376057070936,0.887495439186779,0.0680330822361649,0.233362356565732,0.415684831219195,,FALSE,3,3,3,3,18,9.3,"",Nbn,+0.07
Spleen,"Spleen
脾脏",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,8.38157922694988,0.387497553948347,-0.0855569621266508,0.531141084719738,0.999085092509181,,FALSE,1,1,1,1,9,8.4,"",Nbn,-0.09
Spleen-distal,"Spleen-distal
脾脏（远端）",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,6.65820886529017,0.680998687561414,-0.075814764968641,0.666763006404036,0.997961498241018,,FALSE,1,1,1,1,10,6.7,"",Nbn,-0.08
Thymus,"Thymus
胸腺",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,7.56044104724863,0.383902234889061,0.061288845706324,0.840369810976744,0.940374006005993,,FALSE,3,4,3,4,23,7.6,"",Nbn,+0.06
Tibialis anterior,"Tibialis anterior
胫骨前肌",HR_A-EJ,HR–A-EJ,22,NBS1,Nbn,ENSMUSG00000028224,MGI:1351625,27354,9.89345945836414,0.854202160378432,-0.118308722048363,0.162024010242427,0.56937431580003,,FALSE,1,1,1,1,9,9.9,"",Nbn,-0.12
Adrenal gland,"Adrenal gland
肾上腺",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,5.17946557735279,0,0.0162655436794214,0.984927958729989,0.996614922068842,,FALSE,2,2,2,2,14,5.2,"",Exo1,+0.02
Bone marrow,"Bone marrow
骨髓",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,8.37521669376794,0.430142853045682,0.0364073396806622,0.813111967094071,0.929411367700145,,FALSE,1,1,1,1,6,8.4,"",Exo1,+0.04
Cecum,"Cecum
盲肠",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,5.59369883778733,0,-0.440019489401132,0.193435657989261,1,,FALSE,1,1,1,1,5,5.6,"",Exo1,-0.44
Cerebellum,"Cerebellum
小脑",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,4.14018263497977,0,0.785318303618481,0.171176050081368,0.642206802457226,,FALSE,1,1,1,1,9,4.1,"",Exo1,+0.79
Colon,"Colon
结肠",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,6.95449312765933,0,0.357087801086474,0.276016579461118,1,,FALSE,1,1,1,1,4,7.0,"",Exo1,+0.36
Dorsal skin,"Dorsal skin
背部皮肤",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,7.09510362750955,0,-0.202865877802036,0.66311515587634,1,,FALSE,2,5,2,5,30,7.1,"",Exo1,-0.20
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,2.09755961812557,0,0.160130310571253,0.793463834337617,0.925001112975346,,FALSE,2,2,2,2,15,2.1,"",Exo1,+0.16
Eye,"Eye
眼",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,6.05689306265353,0,-0.0042833831428382,0.937730484652507,0.999687556394716,,FALSE,2,2,2,2,11,6.1,"",Exo1,-0.00
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,7.36552536350691,0,-0.123974747113363,0.708145222770586,0.980703769762427,,FALSE,1,1,1,1,9,7.4,"",Exo1,-0.12
Femoral skin,"Femoral skin
股部皮肤",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,7.13784208165108,0.051532744183408,-0.909832531515775,0.101974130576651,1,,FALSE,1,1,1,1,2,7.1,"",Exo1,-0.91
Gastrocnemius,"Gastrocnemius
腓肠肌",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,1.14846793108095,0,0.416857754855656,0.605093332679408,1,,FALSE,1,2,1,2,10,1.1,"",Exo1,+0.42
Heart,"Heart
心脏",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,2.01077022525442,0,-0.128130616840332,0.938108507091853,0.998879356408176,,FALSE,1,1,1,1,3,2.0,"",Exo1,-0.13
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,2.50874627299818,0,-1.18207230722216,0.0812598879948488,1,,FALSE,1,2,1,2,10,2.5,"",Exo1,-1.18
Kidney,"Kidney
肾脏",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,3.94768153452545,0,-0.0755089148327228,0.577809770043242,0.930779633888813,,FALSE,4,9,4,9,55,3.9,"",Exo1,-0.08
Left lobe of the liver,"Left lobe of the liver
肝左叶",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,2.17100554048332,0,-0.09383384311755,0.854831314938678,1,,FALSE,2,3,2,3,24,2.2,"",Exo1,-0.09
Liver,"Liver
肝脏",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,2.26519027103362,0,-0.595359494141519,0.0184083543722277,1,-0.595359494141519,TRUE,3,4,3,4,16,2.3,-0.60,Exo1,-0.60
Lung,"Lung
肺",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,5.43621753164364,0,0.154972824888327,0.661066252929056,1,,FALSE,1,2,1,2,14,5.4,"",Exo1,+0.15
Mammary gland,"Mammary gland
乳腺",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,4.85855805757118,0,-0.15940262051842,0.811087553293638,0.983471754087628,,FALSE,1,2,1,2,10,4.9,"",Exo1,-0.16
