analysis_tissue,tissue_definition,term_key,term_name,go_id,term_order,term_role,n_missions,n_biological_experiments,n_analysis_units,mean_mission_nes,median_mission_nes,n_positive_missions,n_negative_missions,exact_signflip_p_two_sided,stouffer_meta_z,stouffer_p_two_sided,missions,exact_signflip_FDR_all_cells,stouffer_FDR_all_cells
Kidney,normalized_original_material_type,mechanosensation_GO0050954,Sensory perception of mechanical stimulus,GO:0050954,13,context,4,5,9,0.440178736073964,0.7654838508151,3,1,0.375,2.18821638624125,0.0286538440548092,SpaceX-15;SpaceX-18;SpaceX-21;SpaceX-8,1,0.0579015501625677
Soleus,normalized_original_material_type,mechanosensation_GO0050954,Sensory perception of mechanical stimulus,GO:0050954,13,context,3,3,3,0.42315679253981,1.30957678857729,2,1,1,1.19122033571836,0.233567098296223,SpaceX-21;SpaceX-4;SpaceX-9,1,0.336129772455819
Extensor digitorum longus,normalized_original_material_type,mechanosensation_GO0050954,Sensory perception of mechanical stimulus,GO:0050954,13,context,2,2,2,0.140086485938635,0.140086485938635,1,1,1,0.770365523551845,0.441083098463657,SpaceX-21;SpaceX-4,1,0.562164733336033
Left lobe of the liver,normalized_original_material_type,mechanosensation_GO0050954,Sensory perception of mechanical stimulus,GO:0050954,13,context,2,2,3,-0.533558327969839,-0.533558327969839,0,2,0.5,-0.762143459246813,0.445974387235004,SpaceX-16;SpaceX-21,1,0.566547267171503
Retina,normalized_original_material_type,mechanosensation_GO0050954,Sensory perception of mechanical stimulus,GO:0050954,13,context,4,4,4,-0.566938150199365,-0.949566838339415,1,3,0.5,-1.47965565472457,0.138965165718238,SpaceX-12;SpaceX-27;SpaceX-4;SpaceX-8,1,0.227716027857617
Liver,normalized_original_material_type,mechanosensation_GO0050954,Sensory perception of mechanical stimulus,GO:0050954,13,context,3,5,5,-0.843051906861818,-1.10112762070364,0,3,0.25,-2.10586889799046,0.0352157419917705,SpaceX-12;SpaceX-4;SpaceX-8,1,0.0693643402868206
Cerebellum,normalized_original_material_type,mechanosensation_GO0050954,Sensory perception of mechanical stimulus,GO:0050954,13,context,1,1,1,-0.918140371150499,-0.918140371150499,0,1,1,-0.361127229813046,0.718004338394794,SpaceX-21,1,0.806978939406253
Bone marrow,normalized_original_material_type,mechanosensation_GO0050954,Sensory perception of mechanical stimulus,GO:0050954,13,context,1,1,1,-0.975640362823548,-0.975640362823548,0,1,1,-0.676359614656954,0.498812351543943,SpaceX-14,1,0.611594946316383
Heart,normalized_original_material_type,mechanosensation_GO0050954,Sensory perception of mechanical stimulus,GO:0050954,13,context,1,1,1,-1.02897655184188,-1.02897655184188,0,1,1,-0.849753922005578,0.395461912479741,NG-11,1,0.512570546539457
Tibialis anterior,normalized_original_material_type,mechanosensation_GO0050954,Sensory perception of mechanical stimulus,GO:0050954,13,context,1,1,1,-1.19666189144517,-1.19666189144517,0,1,1,-1.62791818779925,0.103542234332425,SpaceX-21,1,0.176338303011554
Quadriceps femoris,normalized_original_material_type,mechanosensation_GO0050954,Sensory perception of mechanical stimulus,GO:0050954,13,context,1,1,1,-1.32289814015597,-1.32289814015597,0,1,1,-2.41996972889902,0.0155217991623036,SpaceX-21,1,0.0338184451022258
Mammary gland,normalized_original_material_type,mechanosensation_GO0050954,Sensory perception of mechanical stimulus,GO:0050954,13,context,1,1,2,-1.35472043892862,-1.35472043892862,0,1,1,-2.40780599272861,0.016048706899077,SpaceX-16,1,0.0347721982813335
Eye,normalized_original_material_type,mechanosensation_GO0050954,Sensory perception of mechanical stimulus,GO:0050954,13,context,2,2,2,-1.41002118751229,-1.41002118751229,0,2,0.5,-4.22442691672009,2.39549571073441e-05,SpaceX-4;SpaceX-8,1,8.81361629421152e-05
Spleen,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,1,1,1,1.6302523806317,1.6302523806317,1,0,1,6.46695108724052,9.99999999999977e-11,SpaceX-21,1,7.35849056603757e-10
Colon,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,1,1,1,1.52142383993197,1.52142383993197,1,0,1,6.46695108724052,9.99999999999977e-11,SpaceX-21,1,7.35849056603757e-10
Heart,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,1,1,1,1.32371925903929,1.32371925903929,1,0,1,5.31661705062332,1.05714227952314e-07,NG-11,1,5.08994430881513e-07
Extensor digitorum longus,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,2,2,2,1.31329655374385,1.31329655374385,2,0,0.5,6.33638972620643,2.35211385141612e-10,SpaceX-21;SpaceX-4,1,1.66786254918598e-09
Spleen-distal,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,1,1,1,1.27726443432901,1.27726443432901,1,0,1,4.10317296927739,4.07522343656794e-05,SpaceX-12,1,0.000147160846320509
Optic nerve,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,1,1,1,1.22695552637234,1.22695552637234,1,0,1,4.05454142596391,5.02327482826611e-05,SpaceX-27,1,0.000176493439912053
Lung,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,1,2,2,1.20620406858017,1.20620406858017,1,0,1,3.23347554362026,0.00122293806473416,SpaceX-21,1,0.00333528563109315
Cecum,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,1,1,1,1.15044047741583,1.15044047741583,1,0,1,2.6110164925098,0.00902735401007402,SpaceX-21,1,0.0213373822056295
Mammary gland,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,1,1,2,1.13263175741476,1.13263175741476,1,0,1,2.78192787487503,0.00540370476338812,SpaceX-16,1,0.0133382585931732
Femoral lateral skin,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,1,1,1,1.04298326453563,1.04298326453563,1,0,1,1.30089649622021,0.193293885601577,SpaceX-11,1,0.295625942684764
Kidney,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,4,5,9,1.03340958431817,0.608726917910286,3,1,0.625,2.46976185180531,0.0135203027066428,SpaceX-15;SpaceX-18;SpaceX-21;SpaceX-8,1,0.0304792951190213
Soleus,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,3,3,3,0.414710761783437,1.24583231947785,2,1,1,2.12730122541473,0.0333950630141056,SpaceX-21;SpaceX-4;SpaceX-9,1,0.066112053682747
Dorsal skin,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,2,2,5,0.276257972870179,0.276257972870179,1,1,1,0.100294013237483,0.920110910273458,SpaceX-11;SpaceX-15,1,0.954370359060235
Heart / Heart right ventricle,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,1,1,2,0.09046512902536,0.09046512902536,1,0,1,1.48023545385077,0.138810421901919,SpaceX-18,1,0.227716027857617
Adrenal gland,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,2,2,2,0.06913276843605,0.06913276843605,1,1,1,1.25815634520522,0.208335219280646,SpaceX-21;SpaceX-8,1,0.31250282892097
Gastrocnemius,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,1,2,2,0.0219091389192501,0.0219091389192501,1,0,1,0.306894293804755,0.758923832518832,SpaceX-4,1,0.838723649992061
Eye,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,2,2,2,-0.252425449702027,-0.252425449702027,1,1,1,-3.04696173198765,0.00231167137788991,SpaceX-4;SpaceX-8,1,0.00617501258477441
Liver,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,3,5,5,-0.404086436878392,-1.12413942185916,1,2,0.75,-2.20405922007755,0.0275201795877198,SpaceX-12;SpaceX-4;SpaceX-8,1,0.0562960061778462
Left lobe of the liver,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,2,2,3,-0.491552653149723,-0.491552653149723,1,1,1,-0.213479244839014,0.830953176218331,SpaceX-16;SpaceX-21,1,0.889275190896
Thymus,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,3,4,4,-0.508097936464757,-1.39787177082084,1,2,0.5,-2.86421833191278,0.00418039759716594,SpaceX-12;SpaceX-21;SpaceX-9,1,0.0106559154437563
Retina,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,4,4,4,-0.745502396704995,-1.30475454237242,1,3,0.25,-6.28968278894156,3.1811533268098e-10,SpaceX-12;SpaceX-27;SpaceX-4;SpaceX-8,1,2.10279626687427e-09
Quadriceps femoris,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,1,1,1,-1.20646552534399,-1.20646552534399,0,1,1,-3.85642101928543,0.000115059250298058,SpaceX-21,1,0.000370852129059856
Bone marrow,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,1,1,1,-1.34141247726737,-1.34141247726737,0,1,1,-5.92447514000335,3.13296398899153e-09,SpaceX-14,1,1.69702216070374e-08
Cerebellum,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,1,1,1,-1.38309582243394,-1.38309582243394,0,1,1,-6.14244403254494,8.126131421574e-10,SpaceX-21,1,4.7301362006177e-09
Tibialis anterior,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,1,1,1,-1.40786049373318,-1.40786049373318,0,1,1,-6.46695108724052,9.99999999999977e-11,SpaceX-21,1,7.35849056603757e-10
Femoral skin,normalized_original_material_type,cytoskeleton_GO0005856,Cytoskeleton,GO:0005856,14,context,1,1,1,-1.73402375860364,-1.73402375860364,0,1,1,-6.46695108724052,9.99999999999977e-11,SpaceX-12,1,7.35849056603757e-10
Colon,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,1,1,1,1.67340516915812,1.67340516915812,1,0,1,6.46695108724052,9.99999999999977e-11,SpaceX-21,1,7.35849056603757e-10
Femoral lateral skin,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,1,1,1,1.59689350039831,1.59689350039831,1,0,1,6.46695108724052,9.99999999999977e-11,SpaceX-11,1,7.35849056603757e-10
Bone marrow,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,1,1,1,1.49343871333188,1.49343871333188,1,0,1,6.17904705027998,6.44896761703773e-10,SpaceX-14,1,3.86938057022264e-09
Cecum,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,1,1,1,1.44644222432578,1.44644222432578,1,0,1,6.15623451841846,7.44948867062669e-10,SpaceX-21,1,4.40197057809759e-09
Spleen-distal,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,1,1,1,1.28697946731068,1.28697946731068,1,0,1,3.85786968937502,0.000114379598073696,SpaceX-12,1,0.000370852129059856
Optic nerve,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,1,1,1,1.27889600216562,1.27889600216562,1,0,1,4.32957021840155,1.49400628169852e-05,SpaceX-27,1,5.71237695943551e-05
Thymus,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,3,4,4,1.27708099426215,1.25917632672502,3,0,0.25,7.0994636817942,1.2524195131064e-12,SpaceX-12;SpaceX-21;SpaceX-9,1,2.57075584269208e-11
Mammary gland,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,1,1,2,1.27172481276167,1.27172481276167,1,0,1,4.33563852929213,1.45337609340897e-05,SpaceX-16,1,5.61204630128218e-05
Kidney,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,4,5,9,1.22825237937578,0.872181186008981,4,0,0.125,6.39280332998305,1.62871695136358e-10,SpaceX-15;SpaceX-18;SpaceX-21;SpaceX-8,1,1.17629557598481e-09
Femoral skin,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,1,1,1,1.21637639819638,1.21637639819638,1,0,1,3.02635403152742,0.00247522299850617,SpaceX-12,1,0.00656691815930209
Spleen,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,1,1,1,1.20253742818375,1.20253742818375,1,0,1,2.79662912500913,0.00516387718553266,SpaceX-21,1,0.0129096929638316
Gastrocnemius,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,1,2,2,1.11811501068816,1.11811501068816,1,0,1,2.02948531522707,0.0424088831993966,SpaceX-4,1,0.0826973222388234
Heart,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,1,1,1,1.08918761699558,1.08918761699558,1,0,1,2.03960981053722,0.041389204141405,NG-11,1,0.0811145206791355
Soleus,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,3,3,3,0.544957329695127,1.28447863944572,2,1,0.75,3.67844631185395,0.000234659072497232,SpaceX-21;SpaceX-4;SpaceX-9,1,0.00072060660058205
Extensor digitorum longus,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,2,2,2,0.20520994620245,0.20520994620245,1,1,1,1.71083916607192,0.0871108072150249,SpaceX-21;SpaceX-4,1,0.154423703699362
Heart / Heart right ventricle,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,1,1,2,0.178597756153499,0.178597756153499,1,0,1,2.22263471588513,0.0262404413151493,SpaceX-18,1,0.0544349580473843
Dorsal skin,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,2,2,5,0.0109506596209751,0.0109506596209751,1,1,1,0.225182187786126,0.82183754571475,SpaceX-11;SpaceX-15,1,0.88296595820593
Lung,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,1,2,2,-0.13350422641405,-0.13350422641405,0,1,1,-1.60845432587965,0.107735711763591,SpaceX-21,1,0.182682293860002
Eye,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,2,2,2,-0.372186436524723,-0.372186436524723,1,1,1,-4.47870154333785,7.50984456735477e-06,SpaceX-4;SpaceX-8,1,2.98861161353914e-05
Left lobe of the liver,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,2,2,3,-0.797579284882463,-0.797579284882463,0,2,0.5,-5.07328450742171,3.91007218519317e-07,SpaceX-16;SpaceX-21,1,1.73287290025606e-06
Liver,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,3,5,5,-0.846040120943284,-1.21320850313685,0,3,0.25,-4.65813450315854,3.19087715069828e-06,SpaceX-12;SpaceX-4;SpaceX-8,1,1.30993904081298e-05
Adrenal gland,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,2,2,2,-1.30089822168298,-1.30089822168298,0,2,0.5,-6.20787694023754,5.37051778643301e-10,SpaceX-21;SpaceX-8,1,3.32460624874425e-09
Quadriceps femoris,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,1,1,1,-1.32830613351903,-1.32830613351903,0,1,1,-4.87526523989495,1.08662352410689e-06,SpaceX-21,1,4.70870193779653e-06
Retina,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,4,4,4,-1.33015363829477,-1.21968946219795,0,4,0.125,-8.10530231993295,5.26145235781993e-16,SpaceX-12;SpaceX-27;SpaceX-4;SpaceX-8,1,1.46569029967841e-14
Tibialis anterior,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,1,1,1,-1.34945029317677,-1.34945029317677,0,1,1,-5.5070559197773,3.64884381990569e-08,SpaceX-21,1,1.82442190995285e-07
Cerebellum,normalized_original_material_type,cell_death_GO0008219,Cell death,GO:0008219,15,comparison_context,1,1,1,-1.40006078089595,-1.40006078089595,0,1,1,-5.67465480850652,1.38968594429312e-08,SpaceX-21,1,7.13128313518836e-08
