Tissue,Pathway,EnsemblID,Gene_Symbol,EntrezID,Baseline_Log2_Expression,Spaceflight_Log2FC,Meta_P_value,FDR_padj,n_missions,n_analysis_units,Flight_Samples_Count
Adrenal gland,NHEJ,ENSMUSG00000022672,Prkdc,19090,11.9535855439254,0.0968641191843189,0.124107089441726,0.497353097783831,2,2,14
Bone marrow,NHEJ,ENSMUSG00000022672,Prkdc,19090,9.38061440241754,-0.216614635313626,0.0712335745371917,0.247421334279037,1,1,6
Cecum,NHEJ,ENSMUSG00000022672,Prkdc,19090,9.18428520139357,-0.264016544230682,0.0257552255602207,0.93861791633411,1,1,5
Cerebellum,NHEJ,ENSMUSG00000022672,Prkdc,19090,10.9946397280758,0.0064720745015756,0.929158542614122,0.990142813090806,1,1,9
Colon,NHEJ,ENSMUSG00000022672,Prkdc,19090,10.8581371851985,-0.0857571270250898,0.561906979097277,1.0,1,1,4
Dorsal skin,NHEJ,ENSMUSG00000022672,Prkdc,19090,11.2889589702855,-0.0721887784995981,0.168099266720952,1.0,2,5,30
Extensor digitorum longus,NHEJ,ENSMUSG00000022672,Prkdc,19090,10.4748343376535,-0.028372867245444,0.686379474493897,0.875381251192123,2,2,15
Eye,NHEJ,ENSMUSG00000022672,Prkdc,19090,11.6751483567786,0.0608882012508002,0.224440366462238,0.999687556394716,2,2,11
Femoral lateral skin,NHEJ,ENSMUSG00000022672,Prkdc,19090,11.1350321756654,-0.0074767508302147,0.895457456249975,0.99231046308686,1,1,9
Femoral skin,NHEJ,ENSMUSG00000022672,Prkdc,19090,11.0986060286983,0.134949463046457,0.185555588641015,1.0,1,1,2
Gastrocnemius,NHEJ,ENSMUSG00000022672,Prkdc,19090,7.93788583836841,0.616480849937558,0.21748244971387,1.0,1,2,10
Heart,NHEJ,ENSMUSG00000022672,Prkdc,19090,7.87610365658777,0.205427587693063,0.342582396765457,0.925905574613707,1,1,3
Heart / Heart right ventricle,NHEJ,ENSMUSG00000022672,Prkdc,19090,10.1132576633054,0.0915612563630208,0.392649715689397,1.0,1,2,10
Kidney,NHEJ,ENSMUSG00000022672,Prkdc,19090,10.9858098171738,-0.0684605890375089,0.964503090925573,1.0,4,9,55
Left lobe of the liver,NHEJ,ENSMUSG00000022672,Prkdc,19090,9.36685249140345,0.252426383591532,0.0148949084184827,0.181420817387864,2,3,24
Liver,NHEJ,ENSMUSG00000022672,Prkdc,19090,8.8438905971372,-0.0346674479490425,0.874880159989096,1.0,3,5,19
Lung,NHEJ,ENSMUSG00000022672,Prkdc,19090,10.8521539265049,0.0150154178350634,0.794965540198773,1.0,1,2,14
Mammary gland,NHEJ,ENSMUSG00000022672,Prkdc,19090,11.1574353479998,0.123415676108637,0.198732740179721,0.682066914559646,1,2,10
Optic nerve,NHEJ,ENSMUSG00000022672,Prkdc,19090,11.3172215195652,0.0762794080732425,0.583503568941022,1.0,1,1,5
Quadriceps femoris,NHEJ,ENSMUSG00000022672,Prkdc,19090,10.8644467933848,0.300276496640384,2.70765832704721e-05,0.0005396810283104,1,1,9
Retina,NHEJ,ENSMUSG00000022672,Prkdc,19090,10.7421278435292,0.035449046065796,0.328531383506814,0.741438127737049,4,4,27
Soleus,NHEJ,ENSMUSG00000022672,Prkdc,19090,9.11500401860603,-0.138263328976921,0.207699762766984,0.384132118713625,3,3,18
Spleen,NHEJ,ENSMUSG00000022672,Prkdc,19090,11.1680474528575,-0.0664943449605583,0.385442172307665,0.97918364414427,1,1,9
Spleen-distal,NHEJ,ENSMUSG00000022672,Prkdc,19090,7.03418270698382,-0.151613882878575,0.429785576727092,0.993779040229482,1,1,10
Thymus,NHEJ,ENSMUSG00000022672,Prkdc,19090,9.64664502036049,-0.19330461343106,0.0349660198174262,0.153913188102938,3,4,23
Tibialis anterior,NHEJ,ENSMUSG00000022672,Prkdc,19090,10.3675458865946,0.152181538520793,0.0297623604141007,0.21805169754165,1,1,9
Adrenal gland,NHEJ,ENSMUSG00000022471,Xrcc6,14375,11.9472241858032,0.108599841428908,0.0122315865249805,0.160377816878827,2,2,14
Bone marrow,NHEJ,ENSMUSG00000022471,Xrcc6,14375,9.06215513766689,-0.445545165702617,5.68608191174073e-05,0.0012112676816638,1,1,6
Cecum,NHEJ,ENSMUSG00000022471,Xrcc6,14375,7.32931862036998,-0.201081386377418,0.260443148576979,1.0,1,1,5
Cerebellum,NHEJ,ENSMUSG00000022471,Xrcc6,14375,9.34900966557444,-0.0749832053563797,0.371487043567968,0.82227916296219,1,1,9
Colon,NHEJ,ENSMUSG00000022471,Xrcc6,14375,8.86493970970736,-0.0292225086504685,0.878960593290921,1.0,1,1,4
Dorsal skin,NHEJ,ENSMUSG00000022471,Xrcc6,14375,9.16594106789777,0.042579394798728,0.79312389743094,1.0,2,5,30
Extensor digitorum longus,NHEJ,ENSMUSG00000022471,Xrcc6,14375,10.296995940331,-0.131404303459834,0.003500607954031,0.0342137690780804,2,2,15
Eye,NHEJ,ENSMUSG00000022471,Xrcc6,14375,10.3000606238122,0.147323014018996,0.086201424874658,0.988592777200093,2,2,11
Femoral lateral skin,NHEJ,ENSMUSG00000022471,Xrcc6,14375,9.29095080184201,0.115781096247463,0.314111114139857,0.915134104621833,1,1,9
Femoral skin,NHEJ,ENSMUSG00000022471,Xrcc6,14375,8.97493562522462,-0.0603245435904049,0.656073472287532,1.0,1,1,2
Gastrocnemius,NHEJ,ENSMUSG00000022471,Xrcc6,14375,8.03034377068262,0.0331776670957098,0.865874793372692,1.0,1,2,10
Heart,NHEJ,ENSMUSG00000022471,Xrcc6,14375,8.529802828885,-0.207288745585483,0.280709831202929,0.909380221030789,1,1,3
Heart / Heart right ventricle,NHEJ,ENSMUSG00000022471,Xrcc6,14375,9.9933905689688,-0.0739006524441506,0.470250899562363,1.0,1,2,10
Kidney,NHEJ,ENSMUSG00000022471,Xrcc6,14375,9.83929388367471,0.0137154025213711,0.102774262909788,0.578305822640654,4,9,55
Left lobe of the liver,NHEJ,ENSMUSG00000022471,Xrcc6,14375,9.3654051441695,0.0007757248303948,0.995321020035783,1.0,2,3,24
Liver,NHEJ,ENSMUSG00000022471,Xrcc6,14375,8.71167272123235,0.110900423201808,0.170065230733703,1.0,3,5,19
Lung,NHEJ,ENSMUSG00000022471,Xrcc6,14375,9.30653897057907,0.0704059679055511,0.494316685540588,1.0,1,2,14
Mammary gland,NHEJ,ENSMUSG00000022471,Xrcc6,14375,10.1198310323205,0.391379446429437,0.0079581258453797,0.263034599171467,1,2,10
Optic nerve,NHEJ,ENSMUSG00000022471,Xrcc6,14375,9.53866338664723,-0.0182659734355967,0.925921455157162,1.0,1,1,5
Quadriceps femoris,NHEJ,ENSMUSG00000022471,Xrcc6,14375,10.4452536565288,0.0179876972280989,0.808401828471996,0.916549055471605,1,1,9
Retina,NHEJ,ENSMUSG00000022471,Xrcc6,14375,8.97399147968933,-0.030722014249195,0.355613455793435,0.762042734088578,4,4,27
Soleus,NHEJ,ENSMUSG00000022471,Xrcc6,14375,8.99952760941269,-0.196861633957128,0.0012932343102609,0.0084362179192372,3,3,18
Spleen,NHEJ,ENSMUSG00000022471,Xrcc6,14375,8.87348663738762,-0.0218402187216531,0.884922479201206,0.999085092509181,1,1,9
Spleen-distal,NHEJ,ENSMUSG00000022471,Xrcc6,14375,6.62305827699988,0.107222330027732,0.522672094637444,0.993779040229482,1,1,10
Thymus,NHEJ,ENSMUSG00000022471,Xrcc6,14375,10.9580366214866,-0.2910321645052,0.0084811495148057,0.0589863112806539,3,4,23
Tibialis anterior,NHEJ,ENSMUSG00000022471,Xrcc6,14375,10.3425909952937,-0.136340326336312,0.022182734401609,0.180554830824993,1,1,9
Adrenal gland,NHEJ,ENSMUSG00000026187,Xrcc5,22596,10.4744916602,0.185020505527786,0.063249240685495,0.369829662715905,2,2,14
Bone marrow,NHEJ,ENSMUSG00000026187,Xrcc5,22596,7.11218223701616,0.141621899230608,0.263762249540312,0.540167726209367,1,1,6
Cecum,NHEJ,ENSMUSG00000026187,Xrcc5,22596,7.45110324521437,-0.0886802009047521,0.647852250897799,1.0,1,1,5
Cerebellum,NHEJ,ENSMUSG00000026187,Xrcc5,22596,9.89303626542174,0.21438045542157,0.0056637548708078,0.104940565745407,1,1,9
Colon,NHEJ,ENSMUSG00000026187,Xrcc5,22596,8.95058127704233,-0.100207176525974,0.695448011751662,1.0,1,1,4
Dorsal skin,NHEJ,ENSMUSG00000026187,Xrcc5,22596,9.4792451713344,-0.0454127970362465,0.552463542207207,1.0,2,5,30
Extensor digitorum longus,NHEJ,ENSMUSG00000026187,Xrcc5,22596,10.5394446141841,-0.264158531092121,2.19585436729006e-05,0.0006234392393812,2,2,15
Eye,NHEJ,ENSMUSG00000026187,Xrcc5,22596,10.673237883911,-0.0566435591648109,0.169044438393507,0.999687556394716,2,2,11
Femoral lateral skin,NHEJ,ENSMUSG00000026187,Xrcc5,22596,9.54180206252526,0.0645476247217969,0.41756852514721,0.942258822769207,1,1,9
Femoral skin,NHEJ,ENSMUSG00000026187,Xrcc5,22596,9.18984224602887,-0.235742373182005,0.101238554255107,1.0,1,1,2
Gastrocnemius,NHEJ,ENSMUSG00000026187,Xrcc5,22596,8.35590815345391,0.071082755700064,0.864705489180975,1.0,1,2,10
Heart,NHEJ,ENSMUSG00000026187,Xrcc5,22596,8.55903685013087,-0.082231381387887,0.654916374593844,0.980550093086773,1,1,3
Heart / Heart right ventricle,NHEJ,ENSMUSG00000026187,Xrcc5,22596,9.98973498221271,0.0765494184729235,0.385551154286062,1.0,1,2,10
Kidney,NHEJ,ENSMUSG00000026187,Xrcc5,22596,11.1364915486329,0.0141919152135721,0.541819687283892,0.916036462136648,4,9,55
Left lobe of the liver,NHEJ,ENSMUSG00000026187,Xrcc5,22596,9.80356694078681,0.132030562311038,0.101041683292862,0.523932657600461,2,3,24
Liver,NHEJ,ENSMUSG00000026187,Xrcc5,22596,9.1964278242121,-0.108683727776108,0.709895117498651,1.0,3,5,19
Lung,NHEJ,ENSMUSG00000026187,Xrcc5,22596,9.8406562765581,0.154572611980312,0.258632299861163,1.0,1,2,14
Mammary gland,NHEJ,ENSMUSG00000026187,Xrcc5,22596,9.37063797032049,0.214782687468739,0.0676709819732357,0.48574674186844,1,2,10
Optic nerve,NHEJ,ENSMUSG00000026187,Xrcc5,22596,10.9748267255633,0.156347671636638,0.538214250898436,1.0,1,1,5
Quadriceps femoris,NHEJ,ENSMUSG00000026187,Xrcc5,22596,10.8241468438765,-0.236683141818605,0.0618019883594017,0.208526378354257,1,1,9
Retina,NHEJ,ENSMUSG00000026187,Xrcc5,22596,9.44367144925822,-0.0294316737524035,0.955506627866158,0.991604730603598,4,4,27
Soleus,NHEJ,ENSMUSG00000026187,Xrcc5,22596,8.70625032144776,-0.347460937947224,0.0201067057213795,0.0763361538308832,3,3,18
Spleen,NHEJ,ENSMUSG00000026187,Xrcc5,22596,8.61192877955159,-0.192557091825368,0.149120240818836,0.803411848338175,1,1,9
Spleen-distal,NHEJ,ENSMUSG00000026187,Xrcc5,22596,6.03273592211219,-0.0632995609969069,0.794259648660206,0.999854481060172,1,1,10
Thymus,NHEJ,ENSMUSG00000026187,Xrcc5,22596,8.03530988750696,0.117566075277209,0.932021030227805,0.979680657117318,3,4,23
Tibialis anterior,NHEJ,ENSMUSG00000026187,Xrcc5,22596,10.1934399389986,-0.419496874664035,0.0006732000624958,0.0150037548079189,1,1,9
Adrenal gland,NHEJ,ENSMUSG00000026162,Nhej1,75570,8.43723292053752,0.0332537671503767,0.616391318248175,0.886401628649721,2,2,14
Bone marrow,NHEJ,ENSMUSG00000026162,Nhej1,75570,6.97304769127432,0.241870809979237,0.0926166931413933,0.292101161225634,1,1,6
Cecum,NHEJ,ENSMUSG00000026162,Nhej1,75570,4.84773616722981,-0.0046926088018319,0.987738042264321,1.0,1,1,5
Cerebellum,NHEJ,ENSMUSG00000026162,Nhej1,75570,5.826656549959,-0.23911325722503,0.32717209875521,0.794791817545793,1,1,9
Colon,NHEJ,ENSMUSG00000026162,Nhej1,75570,6.66550246272209,-0.161891509204292,0.472803015728715,1.0,1,1,4
Dorsal skin,NHEJ,ENSMUSG00000026162,Nhej1,75570,6.3305130700722,-0.102336439756544,0.180753590653197,1.0,2,5,30
Extensor digitorum longus,NHEJ,ENSMUSG00000026162,Nhej1,75570,7.31689844353592,-0.21864433507285,0.004116020858585,0.0385618267030563,2,2,15
Eye,NHEJ,ENSMUSG00000026162,Nhej1,75570,7.02780229267273,0.142022843037885,0.351194243341646,0.999687556394716,2,2,11
Femoral lateral skin,NHEJ,ENSMUSG00000026162,Nhej1,75570,7.41685373717506,0.102429078621579,0.315169387107257,0.915134104621833,1,1,9
Femoral skin,NHEJ,ENSMUSG00000026162,Nhej1,75570,6.3069051546413,-0.0887604557782606,0.700585282156504,1.0,1,1,2
Gastrocnemius,NHEJ,ENSMUSG00000026162,Nhej1,75570,5.97490249236985,0.41344542056683,0.326881489558874,1.0,1,2,10
Heart,NHEJ,ENSMUSG00000026162,Nhej1,75570,5.44748399204089,-0.535413484493393,0.137791527177744,0.784094270218032,1,1,3
Heart / Heart right ventricle,NHEJ,ENSMUSG00000026162,Nhej1,75570,7.34178649713085,-0.0862710299120156,0.569685056996468,1.0,1,2,10
Kidney,NHEJ,ENSMUSG00000026162,Nhej1,75570,7.53119416644369,-0.0618667763805614,0.462023334575717,0.881144866099976,4,9,55
Left lobe of the liver,NHEJ,ENSMUSG00000026162,Nhej1,75570,6.47199430003112,-0.0329843780772388,0.715572636668302,1.0,2,3,24
Liver,NHEJ,ENSMUSG00000026162,Nhej1,75570,6.15337184056341,-0.0416990582500882,0.962400466289632,1.0,3,5,19
Lung,NHEJ,ENSMUSG00000026162,Nhej1,75570,6.71368087280621,-0.122669963128086,0.512120715895127,1.0,1,2,14
Mammary gland,NHEJ,ENSMUSG00000026162,Nhej1,75570,7.51991622662029,0.272820226460905,0.125007640664614,0.588505906685341,1,2,10
Optic nerve,NHEJ,ENSMUSG00000026162,Nhej1,75570,7.08495801753017,-0.0793145592325584,0.71590458559758,1.0,1,1,5
Quadriceps femoris,NHEJ,ENSMUSG00000026162,Nhej1,75570,7.72967741609059,-0.347773368323942,0.0013847598785798,0.0127331373820166,1,1,9
Retina,NHEJ,ENSMUSG00000026162,Nhej1,75570,5.37370705326056,-0.17920218134546,0.0977341451355717,0.476154787056052,4,4,27
Soleus,NHEJ,ENSMUSG00000026162,Nhej1,75570,6.16610963015215,-0.224208512344872,0.481997935828371,0.656239724833888,3,3,18
Spleen,NHEJ,ENSMUSG00000026162,Nhej1,75570,6.82605033192848,-0.0563870806522173,0.714387109763246,0.999085092509181,1,1,9
Spleen-distal,NHEJ,ENSMUSG00000026162,Nhej1,75570,2.86454187757821,-0.263953256907242,0.63794398681511,0.997961498241018,1,1,10
Thymus,NHEJ,ENSMUSG00000026162,Nhej1,75570,5.54214360576121,-0.69485833920459,0.0328779592867538,0.147789158996485,3,4,23
Tibialis anterior,NHEJ,ENSMUSG00000026162,Nhej1,75570,7.68349598823038,-0.257468154964735,0.0981844921595943,0.440118297718562,1,1,9
Adrenal gland,NHEJ,ENSMUSG00000047617,Paxx,227622,9.93282670385539,0.205986117317997,0.024516189300606,0.2299217194324,2,2,14
Bone marrow,NHEJ,ENSMUSG00000047617,Paxx,227622,7.56106457080547,0.0655244115412165,0.642365051101695,0.846725359479009,1,1,6
Cecum,NHEJ,ENSMUSG00000047617,Paxx,227622,5.92993105059492,-0.334244468565042,0.112589381139592,1.0,1,1,5
Cerebellum,NHEJ,ENSMUSG00000047617,Paxx,227622,9.45270350740781,0.255281756612371,0.106062849896822,0.525127659571571,1,1,9
Colon,NHEJ,ENSMUSG00000047617,Paxx,227622,8.05903747520422,-0.273074404910977,0.0953742735956309,1.0,1,1,4
Dorsal skin,NHEJ,ENSMUSG00000047617,Paxx,227622,7.95181471041135,-0.0629215761477217,0.960046032125243,1.0,2,5,30
Extensor digitorum longus,NHEJ,ENSMUSG00000047617,Paxx,227622,7.60042825873537,0.0492020376813062,0.390625390270434,0.696941747092189,2,2,15
Eye,NHEJ,ENSMUSG00000047617,Paxx,227622,10.1973148325353,0.0361182112584297,0.844559180391135,0.999687556394716,2,2,11
Femoral lateral skin,NHEJ,ENSMUSG00000047617,Paxx,227622,8.46943786108818,-0.0104739681046542,0.904635565245128,0.992919033570291,1,1,9
Femoral skin,NHEJ,ENSMUSG00000047617,Paxx,227622,8.39470546248843,0.201787621419428,0.102532589731375,1.0,1,1,2
Gastrocnemius,NHEJ,ENSMUSG00000047617,Paxx,227622,6.23801964386653,0.0077443574670735,0.7123534263403,1.0,1,2,10
Heart,NHEJ,ENSMUSG00000047617,Paxx,227622,6.46542210651888,-0.341268890173072,0.242963330468747,0.8865038964534,1,1,3
Heart / Heart right ventricle,NHEJ,ENSMUSG00000047617,Paxx,227622,8.28282197693778,-0.140339484178336,0.582190259302718,1.0,1,2,10
Kidney,NHEJ,ENSMUSG00000047617,Paxx,227622,8.76874277797396,0.0281121643012675,0.589576125402436,0.935977186542727,4,9,55
Left lobe of the liver,NHEJ,ENSMUSG00000047617,Paxx,227622,8.21115650499009,0.177698935256282,0.35926201150328,0.905055915592561,2,3,24
Liver,NHEJ,ENSMUSG00000047617,Paxx,227622,8.60891755433419,0.090825160414262,0.869993906494552,1.0,3,5,19
Lung,NHEJ,ENSMUSG00000047617,Paxx,227622,9.18489504628343,0.217808724841257,0.12343924538577,1.0,1,2,14
Mammary gland,NHEJ,ENSMUSG00000047617,Paxx,227622,9.3285633508995,0.234494178442906,0.0847866279520125,0.520177420138022,1,2,10
Optic nerve,NHEJ,ENSMUSG00000047617,Paxx,227622,9.41200877068772,0.565479522486886,0.0036252714891102,0.134083193776617,1,1,5
Quadriceps femoris,NHEJ,ENSMUSG00000047617,Paxx,227622,7.61189356313638,0.0992567872920905,0.269434609103126,0.531721291891477,1,1,9
Retina,NHEJ,ENSMUSG00000047617,Paxx,227622,9.54365710824893,-0.0931349498700012,0.606824202642486,0.888170709925184,4,4,27
Soleus,NHEJ,ENSMUSG00000047617,Paxx,227622,6.97476578968657,0.0328400881864724,0.378563390603365,0.564601569904874,3,3,18
Spleen,NHEJ,ENSMUSG00000047617,Paxx,227622,8.75881212123984,-0.0312172144273444,0.794033742758905,0.999085092509181,1,1,9
Spleen-distal,NHEJ,ENSMUSG00000047617,Paxx,227622,5.68698709095465,0.0924954153415564,0.682506884455161,0.997961498241018,1,1,10
Thymus,NHEJ,ENSMUSG00000047617,Paxx,227622,7.80352169603297,-0.135846800619518,0.678603098100091,0.86129883273985,3,4,23
Tibialis anterior,NHEJ,ENSMUSG00000047617,Paxx,227622,8.2160224156465,0.0677151656709759,0.401464316203803,0.82370574574923,1,1,9
Adrenal gland,NHEJ,ENSMUSG00000021615,Xrcc4,108138,9.40803057384124,0.0738097386917999,0.224440601400595,0.628104282940157,2,2,14
Bone marrow,NHEJ,ENSMUSG00000021615,Xrcc4,108138,6.84384093761863,0.338325500922419,0.0111473441638111,0.069011673790558,1,1,6
Cecum,NHEJ,ENSMUSG00000021615,Xrcc4,108138,6.02378197990561,-0.106869087759247,0.615268393425303,1.0,1,1,5
Cerebellum,NHEJ,ENSMUSG00000021615,Xrcc4,108138,9.94944181108339,0.136123265294581,0.181198946660279,0.655719824382634,1,1,9
Colon,NHEJ,ENSMUSG00000021615,Xrcc4,108138,7.51450148015658,-0.156403779003263,0.430365205575034,1.0,1,1,4
Dorsal skin,NHEJ,ENSMUSG00000021615,Xrcc4,108138,8.12129534842364,-0.109423777858317,0.55473344474429,1.0,2,5,30
Extensor digitorum longus,NHEJ,ENSMUSG00000021615,Xrcc4,108138,8.52166572421304,0.003594173439024,0.938332264559522,0.980092182044826,2,2,15
Eye,NHEJ,ENSMUSG00000021615,Xrcc4,108138,9.57261235019599,-0.0575121689047093,0.241457972433854,0.999687556394716,2,2,11
Femoral lateral skin,NHEJ,ENSMUSG00000021615,Xrcc4,108138,8.00832441447225,-0.0054620962021471,0.963877906879431,0.995791480544397,1,1,9
Femoral skin,NHEJ,ENSMUSG00000021615,Xrcc4,108138,7.75667610604062,0.0694492855954983,0.770838846662903,1.0,1,1,2
Gastrocnemius,NHEJ,ENSMUSG00000021615,Xrcc4,108138,5.61730566591457,-0.7699743698129,0.449082075131886,1.0,1,2,10
Heart,NHEJ,ENSMUSG00000021615,Xrcc4,108138,7.2024613828505,0.127446740470112,0.654460754455275,0.980388498537029,1,1,3
Heart / Heart right ventricle,NHEJ,ENSMUSG00000021615,Xrcc4,108138,8.47235301409051,-0.0302535306247747,0.747540390601268,1.0,1,2,10
Kidney,NHEJ,ENSMUSG00000021615,Xrcc4,108138,9.08920204006824,0.125595463474467,0.232513241993695,0.729398527212217,4,9,55
Left lobe of the liver,NHEJ,ENSMUSG00000021615,Xrcc4,108138,8.16501867256297,0.237520251076659,0.0190236354983472,0.209613656344117,2,3,24
Liver,NHEJ,ENSMUSG00000021615,Xrcc4,108138,7.33197218274955,0.209795310037544,0.187979112838847,1.0,3,5,19
Lung,NHEJ,ENSMUSG00000021615,Xrcc4,108138,8.78477884132609,0.0806122066204585,0.550114709100995,1.0,1,2,14
Mammary gland,NHEJ,ENSMUSG00000021615,Xrcc4,108138,8.42159131802679,0.0660738795960668,0.53042087150803,0.915267812822418,1,2,10
Optic nerve,NHEJ,ENSMUSG00000021615,Xrcc4,108138,7.99037033939375,0.162734722951899,0.360543090384235,0.952927311593814,1,1,5
Quadriceps femoris,NHEJ,ENSMUSG00000021615,Xrcc4,108138,8.77063922838917,0.249258548011658,0.0054142586497688,0.0364461884816537,1,1,9
Retina,NHEJ,ENSMUSG00000021615,Xrcc4,108138,8.81119533689594,0.0009477465943772,0.737430645205655,0.933867414449113,4,4,27
Soleus,NHEJ,ENSMUSG00000021615,Xrcc4,108138,7.12787629972429,-0.102849138360308,0.0111896131258267,0.0488944763974221,3,3,18
Spleen,NHEJ,ENSMUSG00000021615,Xrcc4,108138,7.90656358736156,-0.407387449708027,0.004991985054212,0.177105677786557,1,1,9
Spleen-distal,NHEJ,ENSMUSG00000021615,Xrcc4,108138,6.16595948336211,-0.0894035976514909,0.724075514790617,0.999564458733575,1,1,10
Thymus,NHEJ,ENSMUSG00000021615,Xrcc4,108138,7.51220532012923,-0.295285380818675,0.0058261641129742,0.0456724645341462,3,4,23
Tibialis anterior,NHEJ,ENSMUSG00000021615,Xrcc4,108138,8.61841646551339,0.202408730946063,0.0415514552519728,0.270119664604372,1,1,9
Adrenal gland,NHEJ,ENSMUSG00000049717,Lig4,319583,9.62420346871978,-0.0399746647077427,0.564377600899048,0.860864735169522,2,2,14
Bone marrow,NHEJ,ENSMUSG00000049717,Lig4,319583,7.4393408573868,-0.495576630570797,0.0002015373929263,0.0033540743444868,1,1,6
Cecum,NHEJ,ENSMUSG00000049717,Lig4,319583,7.65845184814776,0.174678492594639,0.306076781302008,1.0,1,1,5
Cerebellum,NHEJ,ENSMUSG00000049717,Lig4,319583,9.21079319532792,-0.174461560401956,0.0808030600093557,0.466062266251557,1,1,9
Colon,NHEJ,ENSMUSG00000049717,Lig4,319583,8.74834998711036,0.701400612963869,0.0042879724314443,1.0,1,1,4
Dorsal skin,NHEJ,ENSMUSG00000049717,Lig4,319583,8.17548551958279,-0.115844219502856,0.532016165977251,1.0,2,5,30
Extensor digitorum longus,NHEJ,ENSMUSG00000049717,Lig4,319583,8.72122609957488,-0.0173916335907326,0.857053407602401,0.95146204458442,2,2,15
Eye,NHEJ,ENSMUSG00000049717,Lig4,319583,8.78907595861341,-0.013066076280093,0.879290690025067,0.999687556394716,2,2,11
Femoral lateral skin,NHEJ,ENSMUSG00000049717,Lig4,319583,8.36200946252701,0.0986035604030144,0.449641053874027,0.94959773036323,1,1,9
Femoral skin,NHEJ,ENSMUSG00000049717,Lig4,319583,7.97787992598627,-0.302816696899711,0.0940321090726116,1.0,1,1,2
Gastrocnemius,NHEJ,ENSMUSG00000049717,Lig4,319583,6.43139526067122,-0.560850898703371,0.683180357185296,1.0,1,2,10
Heart,NHEJ,ENSMUSG00000049717,Lig4,319583,7.11963592271219,0.439380198000095,0.0734196222244477,0.675800375482623,1,1,3
Heart / Heart right ventricle,NHEJ,ENSMUSG00000049717,Lig4,319583,8.10681186046592,0.0807781897246576,0.548526076105952,1.0,1,2,10
Kidney,NHEJ,ENSMUSG00000049717,Lig4,319583,8.8244656145609,-0.0535647454064592,0.671191065118812,0.959746232759133,4,9,55
