Group,TissueLabel,TissueOrder,Pathway,PathwayDisplay,PathwayOrder,ComponentOrder,ComponentOrderWithinPathway,RequestedComponent,MappingStatus,LookupMouseSymbol,OfficialMouseSymbol,DisplayComponent,EnsemblID,MGI_ID,EntrezID,log2FoldChange,tissue_meta_p,padj,P_lt_0_05,Log2FCDisplayed,Log2FCLabel,n_missions,n_analysis_units,expression_n_missions,expression_n_analysis_units,expression_n_flight_samples
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,NER,NER,6,44,8,DDB2,reviewed teacher label/alias -> official mouse symbol,Ddb2,Ddb2,Ddb2,ENSMUSG00000002109,MGI:1355314,107986,0.0448425161335015,0.143056062118962,0.414057673754745,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,NER,NER,6,45,9,XPB,reviewed teacher label/alias -> official mouse symbol,Ercc3,Ercc3,Ercc3,ENSMUSG00000024382,MGI:95414,13872,0.12866062141329,0.000670100717343834,0.00976050002593176,TRUE,0.12866062141329,+0.13,2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,NER,NER,6,46,10,XPD,reviewed teacher label/alias -> official mouse symbol,Ercc2,Ercc2,Ercc2,ENSMUSG00000030400,MGI:95413,13871,-0.0686507128140761,0.246799550678103,0.558245004703505,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,NER,NER,6,47,11,p8,reviewed teacher label/alias -> official mouse symbol,Gtf2h5,Gtf2h5,Gtf2h5,ENSMUSG00000034345,MGI:107227,66467,-0.0306697555566818,0.476616420334675,0.758095861746365,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,NER,NER,6,48,12,p34,reviewed teacher label/alias -> official mouse symbol,Gtf2h3,Gtf2h3,Gtf2h3,ENSMUSG00000029387,MGI:1277143,209357,-0.106270807100333,0.0439192124314687,0.203760197106897,TRUE,-0.106270807100333,-0.11,2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,NER,NER,6,49,13,p44,reviewed teacher label/alias -> official mouse symbol,Gtf2h2,Gtf2h2,Gtf2h2,ENSMUSG00000021639,MGI:1345669,23894,-0.160834374145489,0.00074840054139917,0.0105467874615664,TRUE,-0.160834374145489,-0.16,2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,NER,NER,6,50,14,p52,reviewed teacher label/alias -> official mouse symbol,Gtf2h4,Gtf2h4,Gtf2h4,ENSMUSG00000001524,MGI:1338799,14885,-0.170084537543121,0.0051513922487215,0.0454678147426629,TRUE,-0.170084537543121,-0.17,2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,NER,NER,6,51,15,p62,reviewed teacher label/alias -> official mouse symbol,Gtf2h1,Gtf2h1,Gtf2h1,ENSMUSG00000006599,MGI:1277216,14884,-0.0280918765094259,0.620157480535722,0.842756371882271,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,NER,NER,6,52,16,ERCC1,reviewed teacher label/alias -> official mouse symbol,Ercc1,Ercc1,Ercc1,ENSMUSG00000003549,MGI:95412,13870,-0.00172442137533175,0.987693447833758,0.996707561706471,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,NER,NER,6,53,17,XPF,reviewed teacher label/alias -> official mouse symbol,Ercc4,Ercc4,Ercc4,ENSMUSG00000022545,MGI:1354163,50505,0.0680211509088459,0.467298885819739,0.751448153985523,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,NER,NER,6,54,18,XPG,reviewed teacher label/alias -> official mouse symbol,Ercc5,Ercc5,Ercc5,ENSMUSG00000026048,MGI:103582,22592,-0.162733086075288,0.846131161550107,0.94727812923724,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,MMR,MMR,7,55,1,MSH1,teacher label corrected to mammalian MLH1; no mouse Msh1 record,Mlh1,Mlh1,Mlh1,ENSMUSG00000032498,MGI:101938,17350,-0.0316078901341717,0.838695221236709,0.943532123891297,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,MMR,MMR,7,56,2,MSH2,reviewed teacher label/alias -> official mouse symbol,Msh2,Msh2,Msh2,ENSMUSG00000024151,MGI:101816,17685,0.048461687912496,0.843338239527566,0.94581561759438,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,MMR,MMR,7,57,3,MSH3,reviewed teacher label/alias -> official mouse symbol,Msh3,Msh3,Msh3,ENSMUSG00000014850,MGI:109519,17686,-0.0408314877697272,0.472549702412363,0.755208879554193,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,MMR,MMR,7,58,4,MSH6,reviewed teacher label/alias -> official mouse symbol,Msh6,Msh6,Msh6,ENSMUSG00000005370,MGI:1343961,17688,0.147099481915897,0.000930383047745566,0.0124289886171215,TRUE,0.147099481915897,+0.15,2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,MMR,MMR,7,59,5,PMS2,reviewed teacher label/alias -> official mouse symbol,Pms2,Pms2,Pms2,ENSMUSG00000079109,MGI:104288,18861,0.188486559382448,0.0274925577266648,0.14885391511284,TRUE,0.188486559382448,+0.19,2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,FA,FA,8,60,1,FANCA,reviewed teacher label/alias -> official mouse symbol,Fanca,Fanca,Fanca,ENSMUSG00000032815,MGI:1341823,14087,-0.30791597840425,0.53660668400546,0.793173032055419,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,FA,FA,8,61,2,FANCB,reviewed teacher label/alias -> official mouse symbol,Fancb,Fancb,Fancb,ENSMUSG00000047757,MGI:2448558,237211,0.0249016755572275,0.453267571150276,0.742110105192357,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,FA,FA,8,62,3,FANCC,reviewed teacher label/alias -> official mouse symbol,Fancc,Fancc,Fancc,ENSMUSG00000021461,MGI:95480,14088,0.121783234589598,0.093778097107557,0.326684397277468,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,FA,FA,8,63,4,FANCE,reviewed teacher label/alias -> official mouse symbol,Fance,Fance,Fance,ENSMUSG00000007570,MGI:1920025,72775,0.172442497144884,0.218829413243262,0.523296159583102,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,FA,FA,8,64,5,FANCF,reviewed teacher label/alias -> official mouse symbol,Fancf,Fancf,Fancf,ENSMUSG00000092118,MGI:3689889,100040608,-0.323929223397499,0.00316590688284679,0.0317158055109562,TRUE,-0.323929223397499,-0.32,2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,FA,FA,8,65,6,FANCG,reviewed teacher label/alias -> official mouse symbol,Fancg,Fancg,Fancg,ENSMUSG00000028453,MGI:1926471,60534,0.064337997554681,0.538755111914448,0.794472044073771,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,FA,FA,8,66,7,FANCL,reviewed teacher label/alias -> official mouse symbol,Fancl,Fancl,Fancl,ENSMUSG00000004018,MGI:1914280,67030,-0.0447403183417488,0.646064853010933,0.855182732704708,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,FA,FA,8,67,8,FANCT,reviewed teacher label/alias -> official mouse symbol,Ube2t,Ube2t,Ube2t,ENSMUSG00000026429,MGI:1914446,67196,-0.115209511247769,0.232456477825331,0.53993007384083,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,FA,FA,8,68,9,FANCM,reviewed teacher label/alias -> official mouse symbol,Fancm,Fancm,Fancm,ENSMUSG00000055884,MGI:2442306,104806,-0.250998088696717,0.0286913342574385,0.153527018346281,TRUE,-0.250998088696717,-0.25,2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,FA,FA,8,69,10,MHF1,reviewed teacher label/alias -> official mouse symbol,Ciao1,Ciao1,Ciao1,ENSMUSG00000003662,MGI:1346998,26371,-0.116870626705125,0.0376070028785696,0.183868640896097,TRUE,-0.116870626705125,-0.12,2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,FA,FA,8,70,11,MHF2,reviewed teacher label/alias -> official mouse symbol,Ciao2b,Ciao2b,Ciao2b,ENSMUSG00000031879,MGI:1915773,68523,-0.144092252964947,0.259611288532834,0.572091072448917,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,FA,FA,8,71,12,FAAP100,reviewed teacher label/alias -> official mouse symbol,Faap100,Faap100,Faap100,ENSMUSG00000025384,MGI:1919135,71885,-0.162035237042428,0.0580515544533433,0.24342171233103,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,FA,FA,8,72,13,FAAP20,reviewed teacher label/alias -> official mouse symbol,Faap20,Faap20,Faap20,ENSMUSG00000073684,MGI:1914763,67513,-0.0988658969338806,0.440682592769479,0.732529612179757,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,FA,FA,8,73,14,FAAP24,reviewed teacher label/alias -> official mouse symbol,Faap24,Faap24,Faap24,ENSMUSG00000030493,MGI:2142208,101831,0.242446154467319,0.0549268642435302,0.235198651105172,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,FA,FA,8,74,15,FANCD2,reviewed teacher label/alias -> official mouse symbol,Fancd2,Fancd2,Fancd2,ENSMUSG00000034023,MGI:2448480,211651,0.345289056596366,0.167627008748037,0.454113971642177,FALSE,,"",2,2,2,2,15
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",7,FA,FA,8,75,16,FANCI,reviewed teacher label/alias -> official mouse symbol,Fanci,Fanci,Fanci,ENSMUSG00000039187,MGI:2384790,208836,1.12218587294372,0.0156319677977559,0.1013198015853,TRUE,1.12218587294372,+1.12,2,2,2,2,15
Eye,"Eye
眼",8,BER,BER,5,30,1,UNG,reviewed teacher label/alias -> official mouse symbol,Ung,Ung,Ung,ENSMUSG00000029591,MGI:109352,22256,-0.155874048821115,0.130185821385414,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,BER,BER,5,31,2,OGG1,reviewed teacher label/alias -> official mouse symbol,Ogg1,Ogg1,Ogg1,ENSMUSG00000030271,MGI:1097693,18294,0.009278127596756,0.929964125893667,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,BER,BER,5,32,3,NEIL1,reviewed teacher label/alias -> official mouse symbol,Neil1,Neil1,Neil1,ENSMUSG00000032298,MGI:1920024,72774,0.0898126817713125,0.319931413269333,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,BER,BER,5,34,5,APE1,reviewed teacher label/alias -> official mouse symbol,Apex1,Apex1,Apex1,ENSMUSG00000035960,MGI:88042,11792,0.131969615576267,0.917246545313815,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,BER,BER,5,35,6,PNKP,reviewed teacher label/alias -> official mouse symbol,Pnkp,Pnkp,Pnkp,ENSMUSG00000002963,MGI:1891698,59047,0.141884822830596,0.0422923603106777,0.913743346060889,TRUE,0.141884822830596,+0.14,2,2,2,2,11
Eye,"Eye
眼",8,BER,BER,5,36,7,FEN1,reviewed teacher label/alias -> official mouse symbol,Fen1,Fen1,Fen1,ENSMUSG00000024742,MGI:102779,14156,-0.0416785824815723,0.907754668372953,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,NER,NER,6,37,1,XPA,reviewed teacher label/alias -> official mouse symbol,Xpa,Xpa,Xpa,ENSMUSG00000028329,MGI:99135,22590,0.0548390389996375,0.711021857239333,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,NER,NER,6,38,2,XPC,reviewed teacher label/alias -> official mouse symbol,Xpc,Xpc,Xpc,ENSMUSG00000030094,MGI:103557,22591,-0.0469907212211839,0.134466843310845,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,NER,NER,6,39,3,RAD23B,reviewed teacher label/alias -> official mouse symbol,Rad23b,Rad23b,Rad23b,ENSMUSG00000028426,MGI:105128,19359,0.0555561190481312,0.867798317286614,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,NER,NER,6,40,4,CETN2,reviewed teacher label/alias -> official mouse symbol,Cetn2,Cetn2,Cetn2,ENSMUSG00000031347,MGI:1347085,26370,0.0340830154132798,0.580308881290358,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,NER,NER,6,41,5,CSA,reviewed teacher label/alias -> official mouse symbol,Ercc8,Ercc8,Ercc8,ENSMUSG00000021694,MGI:1919241,71991,-0.0199089490832463,0.708199072833209,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,NER,NER,6,42,6,CSB,reviewed teacher label/alias -> official mouse symbol,Ercc6,Ercc6,Ercc6,ENSMUSG00000054051,MGI:1100494,319955,-0.025334061146046,0.84476311618056,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,NER,NER,6,43,7,DDB1,reviewed teacher label/alias -> official mouse symbol,Ddb1,Ddb1,Ddb1,ENSMUSG00000024740,MGI:1202384,13194,-0.0354280637422143,0.718317941653689,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,NER,NER,6,44,8,DDB2,reviewed teacher label/alias -> official mouse symbol,Ddb2,Ddb2,Ddb2,ENSMUSG00000002109,MGI:1355314,107986,0.0261416179376087,0.925605732764063,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,NER,NER,6,45,9,XPB,reviewed teacher label/alias -> official mouse symbol,Ercc3,Ercc3,Ercc3,ENSMUSG00000024382,MGI:95414,13872,0.0803146307219723,0.515283562182265,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,NER,NER,6,46,10,XPD,reviewed teacher label/alias -> official mouse symbol,Ercc2,Ercc2,Ercc2,ENSMUSG00000030400,MGI:95413,13871,0.0325851695120799,0.592722846141813,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,NER,NER,6,47,11,p8,reviewed teacher label/alias -> official mouse symbol,Gtf2h5,Gtf2h5,Gtf2h5,ENSMUSG00000034345,MGI:107227,66467,0.318756492205823,0.0204174402133832,0.767838798797514,TRUE,0.318756492205823,+0.32,2,2,2,2,11
Eye,"Eye
眼",8,NER,NER,6,48,12,p34,reviewed teacher label/alias -> official mouse symbol,Gtf2h3,Gtf2h3,Gtf2h3,ENSMUSG00000029387,MGI:1277143,209357,-0.0299439181563972,0.576301362454449,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,NER,NER,6,49,13,p44,reviewed teacher label/alias -> official mouse symbol,Gtf2h2,Gtf2h2,Gtf2h2,ENSMUSG00000021639,MGI:1345669,23894,0.142650587910997,0.033838272219722,0.873841077284867,TRUE,0.142650587910997,+0.14,2,2,2,2,11
Eye,"Eye
眼",8,NER,NER,6,50,14,p52,reviewed teacher label/alias -> official mouse symbol,Gtf2h4,Gtf2h4,Gtf2h4,ENSMUSG00000001524,MGI:1338799,14885,0.0725741016727597,0.352447107939917,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,NER,NER,6,51,15,p62,reviewed teacher label/alias -> official mouse symbol,Gtf2h1,Gtf2h1,Gtf2h1,ENSMUSG00000006599,MGI:1277216,14884,0.0758525054314326,0.595534267404836,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,NER,NER,6,52,16,ERCC1,reviewed teacher label/alias -> official mouse symbol,Ercc1,Ercc1,Ercc1,ENSMUSG00000003549,MGI:95412,13870,0.0466171736711284,0.471697570292484,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,NER,NER,6,53,17,XPF,reviewed teacher label/alias -> official mouse symbol,Ercc4,Ercc4,Ercc4,ENSMUSG00000022545,MGI:1354163,50505,0.0848718392240767,0.349467276961486,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,NER,NER,6,54,18,XPG,reviewed teacher label/alias -> official mouse symbol,Ercc5,Ercc5,Ercc5,ENSMUSG00000026048,MGI:103582,22592,0.0318378200642281,0.366389877996036,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,MMR,MMR,7,55,1,MSH1,teacher label corrected to mammalian MLH1; no mouse Msh1 record,Mlh1,Mlh1,Mlh1,ENSMUSG00000032498,MGI:101938,17350,0.0492883004424444,0.599853568069224,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,MMR,MMR,7,56,2,MSH2,reviewed teacher label/alias -> official mouse symbol,Msh2,Msh2,Msh2,ENSMUSG00000024151,MGI:101816,17685,-0.0433028078146639,0.806463971333588,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,MMR,MMR,7,57,3,MSH3,reviewed teacher label/alias -> official mouse symbol,Msh3,Msh3,Msh3,ENSMUSG00000014850,MGI:109519,17686,0.0025637577673318,0.980254600655783,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,MMR,MMR,7,58,4,MSH6,reviewed teacher label/alias -> official mouse symbol,Msh6,Msh6,Msh6,ENSMUSG00000005370,MGI:1343961,17688,-0.0332196742745025,0.652363658922276,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,MMR,MMR,7,59,5,PMS2,reviewed teacher label/alias -> official mouse symbol,Pms2,Pms2,Pms2,ENSMUSG00000079109,MGI:104288,18861,-0.0036225710718035,0.939106021705557,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,FA,FA,8,60,1,FANCA,reviewed teacher label/alias -> official mouse symbol,Fanca,Fanca,Fanca,ENSMUSG00000032815,MGI:1341823,14087,0.0959777035720575,0.488852284090749,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,FA,FA,8,61,2,FANCB,reviewed teacher label/alias -> official mouse symbol,Fancb,Fancb,Fancb,ENSMUSG00000047757,MGI:2448558,237211,0.101796781798278,0.503550181519971,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,FA,FA,8,62,3,FANCC,reviewed teacher label/alias -> official mouse symbol,Fancc,Fancc,Fancc,ENSMUSG00000021461,MGI:95480,14088,0.0817476422971937,0.640381025957305,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,FA,FA,8,63,4,FANCE,reviewed teacher label/alias -> official mouse symbol,Fance,Fance,Fance,ENSMUSG00000007570,MGI:1920025,72775,0.0207711029676145,0.423846654213797,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,FA,FA,8,64,5,FANCF,reviewed teacher label/alias -> official mouse symbol,Fancf,Fancf,Fancf,ENSMUSG00000092118,MGI:3689889,100040608,-0.136210832641596,0.0570254538057531,0.947699887025903,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,FA,FA,8,65,6,FANCG,reviewed teacher label/alias -> official mouse symbol,Fancg,Fancg,Fancg,ENSMUSG00000028453,MGI:1926471,60534,0.339826459891595,0.0293014644027753,0.837034304742015,TRUE,0.339826459891595,+0.34,2,2,2,2,11
Eye,"Eye
眼",8,FA,FA,8,66,7,FANCL,reviewed teacher label/alias -> official mouse symbol,Fancl,Fancl,Fancl,ENSMUSG00000004018,MGI:1914280,67030,0.101406477085751,0.433159858578042,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,FA,FA,8,67,8,FANCT,reviewed teacher label/alias -> official mouse symbol,Ube2t,Ube2t,Ube2t,ENSMUSG00000026429,MGI:1914446,67196,0.222131654897308,0.068647520338639,0.964001303022408,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,FA,FA,8,68,9,FANCM,reviewed teacher label/alias -> official mouse symbol,Fancm,Fancm,Fancm,ENSMUSG00000055884,MGI:2442306,104806,0.0794266832541248,0.545533865781289,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,FA,FA,8,69,10,MHF1,reviewed teacher label/alias -> official mouse symbol,Ciao1,Ciao1,Ciao1,ENSMUSG00000003662,MGI:1346998,26371,-0.0360252284943525,0.394002645652047,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,FA,FA,8,70,11,MHF2,reviewed teacher label/alias -> official mouse symbol,Ciao2b,Ciao2b,Ciao2b,ENSMUSG00000031879,MGI:1915773,68523,0.139028558943959,0.163424744521594,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,FA,FA,8,71,12,FAAP100,reviewed teacher label/alias -> official mouse symbol,Faap100,Faap100,Faap100,ENSMUSG00000025384,MGI:1919135,71885,-0.0702484224367152,0.22347399391291,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,FA,FA,8,72,13,FAAP20,reviewed teacher label/alias -> official mouse symbol,Faap20,Faap20,Faap20,ENSMUSG00000073684,MGI:1914763,67513,0.0537706868938318,0.638953458388503,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,FA,FA,8,73,14,FAAP24,reviewed teacher label/alias -> official mouse symbol,Faap24,Faap24,Faap24,ENSMUSG00000030493,MGI:2142208,101831,0.1690212586141,0.141148660827626,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,FA,FA,8,74,15,FANCD2,reviewed teacher label/alias -> official mouse symbol,Fancd2,Fancd2,Fancd2,ENSMUSG00000034023,MGI:2448480,211651,0.151946958334046,0.274815692910377,0.999687556394716,FALSE,,"",2,2,2,2,11
Eye,"Eye
眼",8,FA,FA,8,75,16,FANCI,reviewed teacher label/alias -> official mouse symbol,Fanci,Fanci,Fanci,ENSMUSG00000039187,MGI:2384790,208836,0.31808272889957,0.0335324036783361,0.871387047029903,TRUE,0.31808272889957,+0.32,2,2,2,2,11
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",9,BER,BER,5,30,1,UNG,reviewed teacher label/alias -> official mouse symbol,Ung,Ung,Ung,ENSMUSG00000029591,MGI:109352,22256,-0.00244264268056926,0.988019107928844,0.998123196715231,FALSE,,"",1,1,1,1,9
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",9,BER,BER,5,31,2,OGG1,reviewed teacher label/alias -> official mouse symbol,Ogg1,Ogg1,Ogg1,ENSMUSG00000030271,MGI:1097693,18294,0.0244656839230458,0.819552015327659,0.986645796282728,FALSE,,"",1,1,1,1,9
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",9,BER,BER,5,32,3,NEIL1,reviewed teacher label/alias -> official mouse symbol,Neil1,Neil1,Neil1,ENSMUSG00000032298,MGI:1920024,72774,0.161036819852129,0.0433291804427945,0.756506766411266,TRUE,0.161036819852129,+0.16,1,1,1,1,9
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",9,BER,BER,5,34,5,APE1,reviewed teacher label/alias -> official mouse symbol,Apex1,Apex1,Apex1,ENSMUSG00000035960,MGI:88042,11792,0.176169484609803,0.249775336532404,0.89468191320066,FALSE,,"",1,1,1,1,9
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",9,BER,BER,5,35,6,PNKP,reviewed teacher label/alias -> official mouse symbol,Pnkp,Pnkp,Pnkp,ENSMUSG00000002963,MGI:1891698,59047,0.0858190797914492,0.352520555438174,0.925131554945128,FALSE,,"",1,1,1,1,9
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",9,BER,BER,5,36,7,FEN1,reviewed teacher label/alias -> official mouse symbol,Fen1,Fen1,Fen1,ENSMUSG00000024742,MGI:102779,14156,0.0788341750121227,0.64448293579342,0.973361113038552,FALSE,,"",1,1,1,1,9
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",9,NER,NER,6,37,1,XPA,reviewed teacher label/alias -> official mouse symbol,Xpa,Xpa,Xpa,ENSMUSG00000028329,MGI:99135,22590,-0.0195079900907833,0.857797866907995,0.991037747632116,FALSE,,"",1,1,1,1,9
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",9,NER,NER,6,38,2,XPC,reviewed teacher label/alias -> official mouse symbol,Xpc,Xpc,Xpc,ENSMUSG00000030094,MGI:103557,22591,0.0110699982221226,0.837717811885653,0.988930729710116,FALSE,,"",1,1,1,1,9
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",9,NER,NER,6,39,3,RAD23B,reviewed teacher label/alias -> official mouse symbol,Rad23b,Rad23b,Rad23b,ENSMUSG00000028426,MGI:105128,19359,0.0529410829505978,0.718108014676885,0.982364807566448,FALSE,,"",1,1,1,1,9
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",9,NER,NER,6,40,4,CETN2,reviewed teacher label/alias -> official mouse symbol,Cetn2,Cetn2,Cetn2,ENSMUSG00000031347,MGI:1347085,26370,0.221453789009717,0.0764747180564972,0.798650181769522,FALSE,,"",1,1,1,1,9
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",9,NER,NER,6,41,5,CSA,reviewed teacher label/alias -> official mouse symbol,Ercc8,Ercc8,Ercc8,ENSMUSG00000021694,MGI:1919241,71991,0.00659520183344738,0.927502397726539,0.9931994963393,FALSE,,"",1,1,1,1,9
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",9,NER,NER,6,42,6,CSB,reviewed teacher label/alias -> official mouse symbol,Ercc6,Ercc6,Ercc6,ENSMUSG00000054051,MGI:1100494,319955,-0.168670847575498,0.193689818939951,0.869456780368409,FALSE,,"",1,1,1,1,9
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",9,NER,NER,6,43,7,DDB1,reviewed teacher label/alias -> official mouse symbol,Ddb1,Ddb1,Ddb1,ENSMUSG00000024740,MGI:1202384,13194,0.0154214724690535,0.87768481792778,0.992180460660013,FALSE,,"",1,1,1,1,9
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",9,NER,NER,6,44,8,DDB2,reviewed teacher label/alias -> official mouse symbol,Ddb2,Ddb2,Ddb2,ENSMUSG00000002109,MGI:1355314,107986,-0.0756682671880315,0.549441614243609,0.962332695470629,FALSE,,"",1,1,1,1,9
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",9,NER,NER,6,45,9,XPB,reviewed teacher label/alias -> official mouse symbol,Ercc3,Ercc3,Ercc3,ENSMUSG00000024382,MGI:95414,13872,-0.000472149667237858,0.995594195045794,0.999393340760599,FALSE,,"",1,1,1,1,9
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",9,NER,NER,6,46,10,XPD,reviewed teacher label/alias -> official mouse symbol,Ercc2,Ercc2,Ercc2,ENSMUSG00000030400,MGI:95413,13871,0.0493051721148163,0.640098053520725,0.97267047690983,FALSE,,"",1,1,1,1,9
