ComponentOrder,Group,Pathway,PathwayOrder,PathwayDisplay,ComponentOrderWithinPathway,RequestedComponent,MappingStatus,DisplayComponent,OfficialMouseSymbol,EnsemblID,MGI_ID,EntrezID,TissueYARNNormalizedLog2,TissueInputExpressionLog2,TissueSourceExpressionPlus1,MissionN,ObservedMissionN,AnalysisUnitN,FlightSampleN,TissueChinese,TissueLabel,TissueOrder,LookupMouseSymbol,GeneBiotype,Sheet,RowInSheet,PlotPathwayDisplay,PlotComponentOrder
11,Quadriceps femoris,HR,2,HR,4,BRCA1,reviewed teacher label/alias -> official mouse symbol,Brca1,Brca1,ENSMUSG00000017146,MGI:104537,12189,3.46046786211624,3.3843043712682,14.1678684007604,1,1,1,9,股四头肌,"Quadriceps femoris
股四头肌",1,Brca1,protein_coding,DSB,11,HR,11
12,Quadriceps femoris,HR,2,HR,5,BRCA2,reviewed teacher label/alias -> official mouse symbol,Brca2,Brca2,ENSMUSG00000041147,MGI:109337,12190,6.85367356874885,6.78705869264935,116.316247448045,1,1,1,9,股四头肌,"Quadriceps femoris
股四头肌",1,Brca2,protein_coding,DSB,12,HR,12
13,Quadriceps femoris,HR,2,HR,6,BARD1,reviewed teacher label/alias -> official mouse symbol,Bard1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,3.28455425643151,3.23332346956809,10.0253368402764,1,1,1,9,股四头肌,"Quadriceps femoris
股四头肌",1,Bard1,protein_coding,DSB,13,HR,13
14,Quadriceps femoris,HR,2,HR,7,PALB2,reviewed teacher label/alias -> official mouse symbol,Palb2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,5.21377769927384,5.16759896637488,37.9445346002758,1,1,1,9,股四头肌,"Quadriceps femoris
股四头肌",1,Palb2,protein_coding,DSB,14,HR,14
15,Quadriceps femoris,HR,2,HR,8,BLM,reviewed teacher label/alias -> official mouse symbol,Blm,Blm,ENSMUSG00000030528,MGI:1328362,12144,7.35025416212877,7.2987876764405,162.584665995414,1,1,1,9,股四头肌,"Quadriceps femoris
股四头肌",1,Blm,protein_coding,DSB,15,HR,15
16,Quadriceps femoris,HR,2,HR,9,Rad51,reviewed teacher label/alias -> official mouse symbol,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,5.64567843777308,5.59458524172185,51.9245979980997,1,1,1,9,股四头肌,"Quadriceps femoris
股四头肌",1,Rad51,protein_coding,DSB,16,HR,16
17,Quadriceps femoris,HR,2,HR,10,Rad54,reviewed teacher label/alias -> official mouse symbol,Rad54l,Rad54l,ENSMUSG00000028702,MGI:894697,19366,3.52634369911259,3.49967022972969,11.6703793712443,1,1,1,9,股四头肌,"Quadriceps femoris
股四头肌",1,Rad54l,protein_coding,DSB,17,HR,17
23,Quadriceps femoris,HR_A-EJ,3,HR–A-EJ,4,Exo1,reviewed teacher label/alias -> official mouse symbol,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,1.58769894740301,1.43768842771069,3.25792899519685,1,1,1,9,股四头肌,"Quadriceps femoris
股四头肌",1,Exo1,protein_coding,DSB,23,HR,18
24,Quadriceps femoris,HR_A-EJ,3,HR–A-EJ,5,DNA2,reviewed teacher label/alias -> official mouse symbol,Dna2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,5.34694280307732,5.28460036989125,39.2893408184129,1,1,1,9,股四头肌,"Quadriceps femoris
股四头肌",1,Dna2,protein_coding,DSB,24,HR,19
18,Quadriceps femoris,HR,2,HR,11,CtIp,reviewed teacher label/alias -> official mouse symbol,Rbbp8,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,7.62965174198141,7.5790515151985,195.542384556725,1,1,1,9,股四头肌,"Quadriceps femoris
股四头肌",1,Rbbp8,protein_coding,DSB,18,HR,20
